Артикул: 0201 || Коллекция: Eco || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Серый || Производитель: Gipfel || Размер (см): 15.7х15.7х0.7 || Страна: Германия ||
Артикул: 0202 || Коллекция: Eco || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Серый || Производитель: Gipfel || Размер (см): 18х18х0.7 || Страна: Германия ||
Артикул: 0203 || Коллекция: Eco || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Серый || Производитель: Gipfel || Размер (см): 19.5х16.7х0.5 || Страна: Германия ||
Артикул: 0204 || Коллекция: Eco || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Серый || Производитель: Gipfel || Размер (см): 15.3х0.45 || Страна: Германия ||
Артикул: 0205 || Вес (кг): 0.1 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Нет || Основной цвет: Оранжевый || Размер (см): 23x20x0.8 ||
Артикул: 0206 || Вес (кг): 0.1 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Нет || Основной цвет: Фиолетовый || Размер (см): 23x20x0.8 ||
Артикул: 0207 || Вес (кг): 0.1 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Нет || Основной цвет: Зеленый || Размер (см): 23x20x0.8 ||
Артикул: 0208 || Вес (кг): 0.1 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Нет || Основной цвет: Синий || Размер (см): 23x20x0.8 ||
Артикул: 0209 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Красный || Производитель: Gipfel || Размер (см): 17х17х0.8 || Страна: Германия ||
Артикул: 0210 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Фиолетовый || Производитель: Gipfel || Размер (см): 17х17х0.8 || Страна: Германия ||
Артикул: 0211 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Зеленый || Производитель: Gipfel || Размер (см): 17х17х0.8 || Страна: Германия ||
Артикул: 0212 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Оранжевый || Производитель: Gipfel || Размер (см): 17х17х0.8 || Страна: Германия ||
Артикул: 0213 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Фиолетовый || Производитель: Gipfel || Размер (см): 17х17х0.8 || Страна: Германия ||
Артикул: 0214 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Красный || Производитель: Gipfel || Размер (см): 17х17х0.8 || Страна: Германия ||
Артикул: 0215 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Зеленый || Производитель: Gipfel || Размер (см): 17х17х0.8 || Страна: Германия ||
Артикул: 0216 || Коллекция: Glum || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Оранжевый || Производитель: Gipfel || Размер (см): 17х17х0.8 || Страна: Германия ||
Артикул: 0217 || Высота (см): 14.8 || Коллекция: IVA || Крышка в комплекте: Да || Материал: Нержавеющая стальСиликон || Материал крышки: СиликонНержавеющая сталь || Материал ручки: СиликонНержавеющая Сталь || Мытье в посудомоечной машине: Да || Объем (л): 1.5 || Основной цвет: Синий || Производитель: Gipfel || Страна: Германия ||
Артикул: 0218 || Вес (кг): 0.22 || Коллекция: Zin || Материал: Нержавеющая сталь 18/10 || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: РозовыйСтальной || Производитель: Gipfel || Размер (см): 34 || Страна: Германия ||
Артикул: 0219 || Вес (кг): 0.24 || Коллекция: Zin || Материал: Нержавеющая сталь 18/10 || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: ГолубойСтальной || Производитель: Gipfel || Размер (см): 33 || Страна: Германия ||
Артикул: 0220 || Вес (кг): 0.22 || Коллекция: Zin || Материал: Нержавеющая сталь 18/10 || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: ОранжевыйСтальной || Производитель: Gipfel || Размер (см): 30.5 || Страна: Германия ||
Артикул: 0221 || Вес (кг): 0.2 || Коллекция: Zin || Материал: Нержавеющая сталь 18/10 || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: ЖелтыйСтальной || Производитель: Gipfel || Размер (см): 33.5 || Страна: Германия ||
Артикул: 0222 || Вес (кг): 0.23 || Коллекция: Zin || Материал: Нержавеющая сталь 18/10 || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: КрасныйСтальной || Производитель: Gipfel || Размер (см): 33.5 || Страна: Германия ||
Артикул: 0223 || Вес (кг): 0.2 || Коллекция: Zin || Материал: Нержавеющая сталь 18/10 || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: ЖелтыйСтальной || Производитель: Gipfel || Размер (см): 33.5 || Страна: Германия ||
Артикул: 0224 || Вес (кг): 0.1 || Коллекция: Jaconda || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Фиолетовый || Размер (см): 33x23 ||
Артикул: 0225 || Вес (кг): 0.1 || Коллекция: Jaconda || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Зеленый || Размер (см): 33x23 ||
Артикул: 0226 || Коллекция: Riam || Материал: Силикон || Основной цвет: Салатовый || Производитель: Gipfel || Размер (см): 28х18 || Страна: Германия ||
Артикул: 0227 || Коллекция: Riam || Материал: ПластикСиликон || Материал ручки: Пластик || Мытье в посудомоечной машине: Да ||
Артикул: 0228 || Коллекция: Vita || Крышка в комплекте: Да || Материал: Нержавеющая сталь || Материал крышки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: КоричневыйМеталл || Производитель: Gipfel || Размер (см): 10.4х12 || Страна: Германия ||
Артикул: 0229 || Коллекция: Vita || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Синий || Производитель: Gipfel || Размер (см): 19.5х18х0.8 || Страна: Германия ||
Артикул: 0230 || Коллекция: Vita || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Красный || Производитель: Gipfel || Размер (см): 19.5х18х0.8 || Страна: Германия ||
Артикул: 0233 || Коллекция: LOLLIPOP || Материал: Нержавеющая стальСиликон || Материал ручки: Нержавеющая стальСиликон || Мытье в посудомоечной машине: Да || Основной цвет: БелыйФиолетовый || Размер (см): 31.9х8х5 ||
Артикул: 0234 || Коллекция: Lollipop || Материал: Нержавеющая стальСиликон || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Красный || Размер (см): 28.5x8.6x7.5 ||
Артикул: 0236 || Коллекция: Lollipop || Материал: Нержавеющая стальСиликон || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: БелыйГолубой || Производитель: Gipfel || Размер (см): 30.9х6.9х4.7 || Страна: Германия ||
Артикул: 0237 || Коллекция: Lollipop || Материал: Нержавеющая стальСиликон || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: БелыйСиний || Производитель: Gipfel || Размер (см): 31.9х10.6х7.8 || Страна: Германия ||
Артикул: 0238 || Коллекция: Lollipop || Материал: Нержавеющая стальСиликон || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: БелыйЖелтый || Производитель: Gipfel || Размер (см): 29.4х5.7х3.3 || Страна: Германия ||
Артикул: 0240 || Коллекция: Iris || Материал: Силикон || Материал ручки: Силикон || Основной цвет: ЖелтыйОранжевыйСинийСалатовый || Размер (см): 16.1x3.2 ||
Артикул: 0241 || Коллекция: Вне коллекций || Материал: Силикон || Материал ручки: Нержавеющая Сталь || Мытье в посудомоечной машине: Да || Основной цвет: Голубой || Производитель: Gipfel || Размер (см): 24.8х4.9 || Страна: Германия ||
Артикул: 0242 || Материал: Нержавеющая стальСиликон || Материал ручки: Нержавеющая сталь || Основной цвет: КрасныйСтальной || Размер (см): 28.8x8 ||
Артикул: 0243 || Коллекция: Вне коллекций || Материал: Силикон || Материал ручки: Нержавеющая Сталь || Мытье в посудомоечной машине: Да || Основной цвет: Зеленый || Производитель: Gipfel || Размер (см): 31х6.5 || Страна: Германия ||
Артикул: 0244 || Коллекция: Вне коллекций || Материал: Силикон || Материал ручки: Нержавеющая Сталь || Мытье в посудомоечной машине: Да || Основной цвет: Розовый || Производитель: Gipfel || Размер (см): 29x6 || Страна: Германия ||
Артикул: 0245 || Материал: Нержавеющая стальСиликон || Материал ручки: Нержавеющая сталь || Мытье в посудомоечной машине: Нет || Основной цвет: ЖелтыйСтальной || Размер (см): 30x6 ||
Артикул: 0246 || Коллекция: Вне коллекций || Материал: Силикон || Материал ручки: Нержавеющая Сталь || Мытье в посудомоечной машине: Да || Основной цвет: Красный || Производитель: Gipfel || Размер (см): 29x4 || Страна: Германия ||
Артикул: 0247 || Коллекция: Вне коллекций || Материал: Силикон || Материал ручки: Нержавеющая Сталь || Мытье в посудомоечной машине: Да || Основной цвет: Розовый || Производитель: Gipfel || Размер (см): 37x15.5 || Страна: Германия ||
Артикул: 0248 || Коллекция: Вне коллекций || Материал: Силикон || Материал ручки: Нержавеющая Сталь || Мытье в посудомоечной машине: Да || Основной цвет: Серый || Производитель: Gipfel || Размер (см): 33x6.5 || Страна: Германия ||
Артикул: 0249 || Коллекция: Вне коллекций || Материал: Силикон || Материал ручки: Нержавеющая Сталь || Мытье в посудомоечной машине: Да || Основной цвет: Красный || Производитель: Gipfel || Размер (см): 26x5 || Страна: Германия ||
Артикул: 0251 || Коллекция: Momentos || Материал: Нержавеющая стальСиликон || Материал ручки: Силикон || Основной цвет: Синий || Размер (см): 32.2x8.3x3,4 ||
Артикул: 0252 || Коллекция: Momentos || Материал: Нержавеющая стальСиликон || Материал ручки: Нержавеющая сталь || Основной цвет: Синий || Размер (см): 30.8x5.8x1.5 ||
Артикул: 0253 || Коллекция: MOMENTOS || Материал: Силикон || Материал ручки: Нержавеющая Сталь || Мытье в посудомоечной машине: Да || Основной цвет: в ассортименте || Производитель: Gipfel || Размер (см): 31.5x6x1.7 || Страна: Германия ||
Артикул: 0254 || Коллекция: MOMENTOS || Материал: Нержавеющая стальСиликон || Материал ручки: Нержавеющая Сталь || Мытье в посудомоечной машине: Да || Основной цвет: Металл || Производитель: Gipfel || Размер (см): 29.5х4х1.3 || Страна: Германия ||
Артикул: 0255 || Материал: Нержавеющая стальСиликон || Материал ручки: Нержавеющая сталь || Основной цвет: Фиолетовый || Размер (см): 33x7.8 ||
Артикул: 0256 || Коллекция: Вне коллекций || Материал: Нейлон || Материал ручки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: ОранжевыйМеталл || Производитель: Gipfel || Размер (см): 32х6.2 || Страна: Германия ||
Артикул: 0257 || Вес (кг): 0.06 || Коллекция: Carnival || Материал: Силикон || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: КрасныйБелый || Размер (см): 25.5x5.2x1 ||
Артикул: 0258 || Вес (кг): 0.06 || Коллекция: Carnaval || Материал: ПластикСиликон || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Салатовый || Размер (см): 24.8x4.9 ||
Артикул: 0259 || Материал: ПластикСиликон || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Синий || Размер (см): 23.3x5.2 ||
