Артикул: 0261 || Материал: ПластикСиликон || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: СинийСалатовыйКрасный || Размер (см): 23.8x3.625x4.925.5x5.9 ||
Артикул: 0262 || Материал: ПластикСиликон || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: СалатовыйОранжевыйКрасный || Размер (см): 18.4x4.419x3.319.5x5.3 ||
Артикул: 0263 || Материал: Силикон || Материал ручки: Сталь || Основной цвет: Зеленый || Размер (см): 18.5х2х3.5 || Страна: Германия ||
Артикул: 0264 || Вес (кг): 0.1 || Материал: Силикон || Основной цвет: Фиолетовый || Размер (см): 15.9х11.4х0.65 || Страна: Германия ||
Артикул: 0265 || Количество элементов: 5 || Коллекция: Gesser || Материал: НейлонСиликон || Материал ручки: Нейлон || Мытье в посудомоечной машине: Да || Основной цвет: Зеленый || Производитель: Gipfel || Страна: Германия ||
Артикул: 0267 || Диаметр (см): 11 || Коллекция: Bonita || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Зеленый || Производитель: Gipfel || Страна: Германия ||
Артикул: 0268 || Диаметр (см): 11 || Коллекция: Bonita || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Розовый || Производитель: Gipfel || Страна: Германия ||
Артикул: 0269 || Коллекция: Ramira || Крышка в комплекте: Да || Материал: Силикон || Материал крышки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Синий || Производитель: Gipfel || Размер (см): 20х13х7 || Страна: Германия ||
Артикул: 0270 || Коллекция: Ramira || Крышка в комплекте: Да || Материал: Силикон || Материал крышки: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Синий || Производитель: Gipfel || Размер (см): 24х17х7 || Страна: Германия ||
Артикул: 0271 || Количество элементов: 4 || Коллекция: Ramira || Крышка в комплекте: Да || Материал: Силикон || Материал крышки: Силикон || Мытье в посудомоечной машине: Да || Объем (л): 0.350.540.81.2 || Основной цвет: ЖелтыйЗеленыйКрасныйФиолетовый || Производитель: Gipfel || Страна: Германия ||
Артикул: 0272 || Материал: Силикон || Основной цвет: Зеленый || Размер (см): 50x40 ||
Артикул: 0273 || Коллекция: Octava || Материал: Силикон || Материал ручки: Пластик || Мытье в посудомоечной машине: Да || Основной цвет: КрасныйОранжевыйЗеленыйФиолетовый || Размер (см): 23.5x6.1x1.5 ||
Артикул: 0274 || Материал: Силикон || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: СинийСалатовыйКрасный || Размер (см): 23.8x3.625x4.925.5x5.9 ||
Артикул: 0275 || Вес (кг): 0.1 || Коллекция: Octava || Материал: Силикон || Материал ручки: Пластик || Мытье в посудомоечной машине: Да || Основной цвет: КрасныйОранжевыйЗеленыйФиолетовый || Размер (см): 22x3,5x1,5 ||
Артикул: 0276 || Вес (кг): 0.1 || Коллекция: Ramira || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Красный || Производитель: Gipfel || Размер (см): 24х5.3х1.3 || Страна: Германия ||
Артикул: 0277 || Вес (кг): 0.1 || Коллекция: Centurion || Материал: Полиамид || Материал ручки: Пластик || Мытье в посудомоечной машине: Да || Основной цвет: Зеленый || Производитель: Gipfel || Размер (см): 33 || Страна: Германия ||
Артикул: 0278 || Коллекция: Centurion || Материал: Нейлон || Материал ручки: Пластик || Основной цвет: Серый ||
Артикул: 0279 || Коллекция: Centurion || Материал: Нейлон || Материал ручки: Пластик || Основной цвет: Серый ||
Артикул: 0280 || Вес (кг): 0.1 || Коллекция: Centurion || Материал: Полиамид || Материал ручки: Пластик || Мытье в посудомоечной машине: Да || Основной цвет: Фиолетовый || Производитель: Gipfel || Страна: Германия ||
Артикул: 0281 || Коллекция: Centurion || Материал: Нейлон || Материал ручки: Пластик || Основной цвет: Серый ||
Артикул: 0282 || Вес (кг): 0.1 || Коллекция: Centurion || Материал: Полиамид || Материал ручки: Пластик || Мытье в посудомоечной машине: Да || Основной цвет: Серый || Производитель: Gipfel || Страна: Германия ||
Артикул: 0283 || Вес (кг): 0.1 || Коллекция: Conress || Материал: Полиамид || Материал ручки: Пластик || Мытье в посудомоечной машине: Да || Основной цвет: Серый || Производитель: Gipfel || Страна: Германия ||
Артикул: 0284 || Коллекция: Centurion || Материал: Нейлон || Материал ручки: Пластик || Основной цвет: Серый ||
Артикул: 0285 || Крышка в комплекте: Да || Материал: Нержавеющая стальПластик || Материал крышки: Пластик || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Синий ||
Артикул: 0286 || Крышка в комплекте: Да || Материал: Нержавеющая стальПластик || Материал крышки: Пластик || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Зеленый ||
Артикул: 0287 || Крышка в комплекте: Да || Материал: Нержавеющая стальПластик || Материал крышки: Пластик || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Синий ||
Артикул: 0288 || Крышка в комплекте: Да || Материал: Нержавеющая стальПластик || Материал крышки: Пластик || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Зеленый ||
Артикул: 0289 || Крышка в комплекте: Да || Материал: Нержавеющая стальПластик || Материал крышки: Пластик || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Синий ||
Артикул: 0290 || Крышка в комплекте: Да || Материал: Нержавеющая стальПластик || Материал крышки: Пластик || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Зеленый ||
Артикул: 0291 || Крышка в комплекте: Да || Материал: Нержавеющая стальПластик || Материал крышки: Пластик || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Синий ||
Артикул: 0292 || Крышка в комплекте: Да || Материал: Нержавеющая стальПластик || Материал крышки: Пластик || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Зеленый ||
Артикул: 0293 || Крышка в комплекте: Да || Материал: Нержавеющая стальПластик || Материал крышки: Пластик || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Синий ||
Артикул: 0294 || Крышка в комплекте: Да || Материал: Нержавеющая стальПластик || Материал крышки: Пластик || Материал ручки: Пластик || Мытье в посудомоечной машине: Нет || Основной цвет: Зеленый ||
Артикул: 0295 || Коллекция: Amour || Материал: Силикон || Основной цвет: Фиолетовый || Размер (см): 20x17x0.5 ||
Артикул: 0296 || Коллекция: Amour || Материал: Силикон || Основной цвет: Красный || Размер (см): 20x17x0.5 ||
Артикул: 0297 || Коллекция: Amour || Материал: Силикон || Основной цвет: Зеленый || Размер (см): 20x17x0.5 ||
Артикул: 0298 || Коллекция: Amour || Материал: Силикон || Основной цвет: Желтый || Размер (см): 20x17x0.5 ||
Артикул: 0299 || Количество элементов: 7 || Коллекция: AMOUR || Материал: Силикон || Материал ручки: Дерево || Основной цвет: РозовыйГолубой || Страна: Германия ||
Артикул: 0301 || Вес (кг): 0.4 || Коллекция: Mist || Материал: Углеродистая сталь || Материал ручки: СиликонУглеродистая сталь || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Размер (см): 31x15x8 ||
Артикул: 0302 || Вес (кг): 0.5 || Высота (см): 6 || Коллекция: Mist || Материал: Нержавеющая сталь || Материал ручки: СиликонНержавеющая Сталь || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Производитель: Gipfel || Размер (см): 31х26.5х6 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0303 || Вес (кг): 0.6 || Коллекция: Mist || Материал: Углеродистая сталь || Материал ручки: СиликонУглеродистая сталь || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Размер (см): 31x25.5x6 ||
Артикул: 0304 || Вес (кг): 0.8 || Высота (см): 6.4 || Коллекция: Mist || Материал: Нержавеющая сталь || Материал ручки: СиликонНержавеющая Сталь || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Производитель: Gipfel || Размер (см): 41х24.8х6.4 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0305 || Вес (кг): 1 || Коллекция: Mist || Материал: Углеродистая сталь || Материал ручки: СиликонУглеродистая сталь || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Размер (см): 45x29.6x7.5 ||
Артикул: 0306 || Вес (кг): 0.6 || Высота (см): 2.5 || Коллекция: Mist || Материал: Углеродистая сталь || Материал ручки: СиликонНержавеющая Сталь || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Производитель: Gipfel || Размер (см): 39.7х25х2.5 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0307 || Вес (кг): 0.9 || Высота (см): 2.8 || Коллекция: Mist || Материал: Углеродистая сталь || Материал ручки: СиликонНержавеющая Сталь || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Производитель: Gipfel || Размер (см): 46х29х2.8 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0308 || Вес (кг): 0.8 || Высота (см): 3.5 || Коллекция: Mist || Материал: Нержавеющая сталь || Материал ручки: СиликонНержавеющая Сталь || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Производитель: Gipfel || Размер (см): 41х27.5х3.5 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0309 || Вес (кг): 0.5 || Высота (см): 5.2 || Коллекция: Mist || Материал: Нержавеющая сталь || Материал ручки: СиликонНержавеющая Сталь || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Производитель: Gipfel || Размер (см): 38.3х22.3х5.2 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0310 || Вес (кг): 0.6 || Высота (см): 7 || Диаметр (см): 24 || Коллекция: Siempre || Материал: Углеродистая сталь || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Размер (см): 24x7 ||
Артикул: 0312 || Вес (кг): 0.3 || Высота (см): 10 || Коллекция: Siempre || Материал: Нержавеющая сталь || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Производитель: Gipfel || Размер (см): 12х10 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0313 || Вес (кг): 0.7 || Высота (см): 1.8 || Коллекция: Siempre || Материал: Нержавеющая сталь || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Производитель: Gipfel || Размер (см): 35.3х33х1.8 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0314 || Вес (кг): 0.4 || Высота (см): 3 || Коллекция: Twinkle || Материал: Нержавеющая стальСиликон || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Салатовый || Производитель: Gipfel || Размер (см): 28.5х18.5х3 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0315 || Вес (кг): 0.4 || Высота (см): 3 || Коллекция: Twinkle || Материал: Нержавеющая сталь || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Красный || Производитель: Gipfel || Размер (см): 28.5х19.5х3 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0316 || Коллекция: AMOUR || Материал: СиликонПластик || Мытье в посудомоечной машине: Да || Основной цвет: Розовый || Страна: Германия ||
Артикул: 0317 || Материал: Углеродистая сталь || Основной цвет: Черный || Размер (см): 24x18x5 ||
Артикул: 0319 || Количество элементов: 3 || Коллекция: AMOUR || Материал: Нержавеющая сталь || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Основной цвет: Черный || Страна: Германия ||
Артикул: 0320 || Вес (кг): 0.3 || Высота (см): 12 || Коллекция: Siempre || Материал: Нержавеющая сталь || Можно использовать в духовке: Да || Основной цвет: Серый || Производитель: Gipfel || Размер (см): 14х12 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0321 || Вес (кг): 0.4 || Высота (см): 12.5 || Коллекция: Siempre || Материал: Нержавеющая сталь || Можно использовать в духовке: Да || Основной цвет: Серый || Производитель: Gipfel || Размер (см): 16х12.5 || Страна: Германия || Тип покрытия: Антипригарное (Xylan Plus) ||
Артикул: 0322 || Вес (кг): 0.1 || Коллекция: Eco || Материал: Силикон || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Производитель: Gipfel || Размер (см): 7х3 || Страна: Германия ||
Артикул: 0323 || Вес (кг): 0.1 || Коллекция: Eco || Материал: Силикон || Можно использовать в духовке: Да || Мытье в посудомоечной машине: Да || Производитель: Gipfel || Размер (см): 7х3 || Страна: Германия ||
Артикул: 0324 || Высота (см): 10 || Материал: Силикон || Основной цвет: Красный || Размер (см): 10.5x9x10 ||
Артикул: 0325 || Высота (см): 10 || Материал: Силикон || Основной цвет: Оранжевый || Размер (см): 10.5x9x10 ||
Артикул: 0326 || Высота (см): 10 || Материал: Силикон || Основной цвет: Зеленый || Размер (см): 10.5x9x10 ||
Артикул: 0327 || Высота (см): 10 || Материал: Силикон || Основной цвет: Фиолетовый || Размер (см): 10.5x9x10 ||
Артикул: 0328 || Высота (см): 4.5 || Материал: Силикон || Основной цвет: Красный || Размер (см): 22.5x10.5x4.5 ||
Артикул: 0329 || Высота (см): 4.5 || Материал: Силикон || Основной цвет: Оранжевый || Размер (см): 22.5x10.5x4.5 ||
Артикул: 0330 || Высота (см): 4.5 || Материал: Силикон || Основной цвет: Зеленый || Размер (см): 22.5x10.5x4.5 ||
Артикул: 0331 || Высота (см): 4.5 || Материал: Силикон || Основной цвет: Фиолетовый || Размер (см): 22.5x10.5x4.5 ||
Артикул: 0332 || Материал: Силикон || Основной цвет: Красный || Размер (см): 20.3x20x0.7 ||
Артикул: 0333 || Материал: Силикон || Основной цвет: Оранжевый || Размер (см): 20.3x20x0.7 ||
Артикул: 0334 || Материал: Силикон || Основной цвет: Зеленый || Размер (см): 20.3x20x0.7 ||
Артикул: 0335 || Материал: Силикон || Основной цвет: Фиолетовый || Размер (см): 20.3x20x0.7 ||
Артикул: 0338 || Материал: Силикон || Основной цвет: Голубой || Размер (см): 50x40 ||
Артикул: 0339 || Материал: Силикон || Основной цвет: Розовый || Размер (см): 50x40 ||
Артикул: 0340 || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Розовый || Размер (см): 31х24 || Страна: Германия ||
Артикул: 0341 || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Голубой || Размер (см): 31х24 || Страна: Германия ||
Артикул: 0342 || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Голубой || Размер (см): 27х21 || Страна: Германия ||
Артикул: 0343 || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Розовый || Размер (см): 27х21 || Страна: Германия ||
Артикул: 0344 || Вес (кг): 0.1 || Коллекция: Kids || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Голубой || Производитель: Gipfel || Размер (см): 40х30 || Страна: Германия ||
Артикул: 0345 || Вес (кг): 0.2 || Коллекция: Kids || Материал: Силикон || Мытье в посудомоечной машине: Да || Основной цвет: Розовый || Производитель: Gipfel || Размер (см): 40х30 || Страна: Германия ||
Артикул: 0347 || Коллекция: Tonia || Материал: СиликонХлопок || Основной цвет: Зеленый || Производитель: Gipfel || Размер (см): 37х19 || Страна: Германия ||
Артикул: 0348 || Коллекция: Tonia || Материал: СиликонХлопок || Основной цвет: Розовый || Производитель: Gipfel || Размер (см): 37х19 || Страна: Германия ||
Артикул: 0349 || Высота (см): 2.5 || Диаметр (см): 14 || Коллекция: FELICITA || Материал: Литой алюминий || Материал ручки: Бакелит с покрытием Soft Touch || Мытье в посудомоечной машине: Да || Основной цвет: РозовыйГолубойЗеленый || Размер (см): 14х2.5 || Страна: Германия || Толщина дна (мм): 2.5 || Толщина стенок (мм): 2.5 ||
Артикул: 0350 || Высота (см): 3.3 || Диаметр (см): 14 || Коллекция: FELICITA || Материал: Литой алюминий || Материал ручки: Бакелит с покрытием Soft Touch || Мытье в посудомоечной машине: Да || Основной цвет: РозовыйГолубойЗеленый || Размер (см): 14х3.3 || Страна: Германия || Толщина дна (мм): 2.5 || Толщина стенок (мм): 2.5 ||
