0787 GIPFEL Кастрюля  24см, 3,0 л  антипригарное покрытие Pfluon, деревянная ручка, индукционное дно (лит аллюм);2161,00 грн.;шт;1;;;;;;;;;;;
0824 GIPFEL Мусорное ведро 12 л с откидывающейся крышкой (нерж. сталь);977,00 грн.;шт;1;;;;;;;;;;;
1011-10 GIPFEL Крышка стеклянная 20 см со стальной ручкой;501,00 грн.;шт;66;;;;;;;;;;;
1012 GIPFEL Крышка стеклянная 24 см со стальной ручкой;514,00 грн.;шт;39;;;;;;;;;;;
1016 GIPFEL Крышка стеклянная ASTIMO 24 см бакелитовая ручка с кнопкой;361,00 грн.;шт;31;;;;;;;;;;;
1017 GIPFEL Крышка стеклянная ASTIMO 28 см бакелитовая ручка с кнопкой;424,00 грн.;шт;25;;;;;;;;;;;
1122 GIPFEL Чайник для кипячения воды 2,5 л POESIE (нерж. сталь);2426,00 грн.;шт;1;;;;;;;;;;;
1130 GIPFEL Чайник для кипячения воды 4,5 л (нерж. сталь);2109,00 грн.;шт;1;;;;;;;;;;;
1132 GIPFEL Чайник для кипячения воды 2,5 л PREMIO (нерж. сталь);2163,00 грн.;шт;2;;;;;;;;;;;
1171 GIPFEL Чайник электрический 1,2л. Материал: керамика, пластик. Цвет: белый;1593,00 грн.;шт;1;;;;;;;;;;;
1178 GIPFEL Заварочный чайник цвет голубое небо 0,8 л (чугун);1436,00 грн.;шт;2;;;;;;;;;;;
