2673;Кастрюля SINTY 20х8,5см/2,3л из прессованного алюминия с антипригарным покрытием, с индукционным дном, с алюминиевой крышкой, с ручками с покрытием Soft touch. Толщина: 3мм;4067,00;руб.;шт;Новинки;1 419 
2674;Кастрюля SINTY 24х10см/4,8л из прессованного алюминия с антипригарным покрытием, с индукционным дном, с алюминиевой крышкой, с ручками с покрытием Soft touch. Толщина: 3мм;5072,00;руб.;шт;Новинки;1 426 
2675;Сковорода SINTY 24х5см/1,8л из прессованного алюминия с антипригарным покрытием, с индукционным дном, с ручкой с покрытием Soft touch. Толщина: 3мм;2368,00;руб.;шт;Новинки;1 403 
2676;Сковорода SINTY 28х6см/3л из прессованного алюминия с антипригарным покрытием, с индукционным дном, с ручкой с покрытием Soft touch. Толщина: 3мм;2877,00;руб.;шт;Новинки;1 420 
2680;Кастрюля BATISTA 28х12,5см/6,5л из литого алюминия с  индукционным дном, с  3-слойным антипригарным гранитным покрытием Ilag Ultimate, cо съемными ручками, со стеклянной крышкой. Толщина: 2,0/4,5мм;8786,00;руб.;шт;Новинки;924 
2681;Сковорода BATISTA 20х5см из литого алюминия с  индукционным дном, с  3-слойным антипригарным гранитным покрытием Ilag Ultimate, cо съемной ручкой. Толщина: 2,0/4,5мм;3374,00;руб.;шт;Новинки;828 
2682;Сковорода BATISTA 24х5,5см из литого алюминия с  индукционным дном, с  3-слойным антипригарным гранитным покрытием Ilag Ultimate, cо съемной ручкой. Толщина: 2,0/4,5мм;4166,00;руб.;шт;Новинки;995 
2683;Сковорода BATISTA 26х6см из литого алюминия с  индукционным дном, с  3-слойным антипригарным гранитным покрытием Ilag Ultimate, cо съемной ручкой. Толщина: 2,0/4,5мм;4697,00;руб.;шт;Новинки;807 
2684;Сковорода BATISTA 28х6см из литого алюминия с  индукционным дном, с  3-слойным антипригарным гранитным покрытием Ilag Ultimate, cо съемной ручкой. Толщина: 2,0/4,5мм;5148,00;руб.;шт;Новинки;839 
2685;Сковорода-гриль BATISTA 28х28х5,5см из литого алюминия с  индукционным дном, с  3-слойным антипригарным гранитным покрытием Ilag Ultimate, cо съемной ручкой. Толщина: 2,0/4,5мм;5678,00;руб.;шт;Новинки;780 
2686;Сковорода блинная BATISTA 28х2,5см из литого алюминия с  индукционным дном, с  3-слойным антипригарным гранитным покрытием Ilag Ultimate, cо съемной ручкой. Толщина: 2,0/4,5мм;4649,00;руб.;шт;Новинки;904 
2687;Ковш BATISTA 16х8,5см/1,4л из литого алюминия с  индукционным дном, с  3-слойным антипригарным гранитным покрытием Ilag Ultimate, cо съемной ручкой, со стеклянной крышкой. Толщина: 2,0/4,5мм;4350,00;руб.;шт;Новинки;914 
2688;Кастрюля BATISTA 20х9,5см/2,4л из литого алюминия с  индукционным дном, с  3-слойным антипригарным гранитным покрытием Ilag Ultimate, cо съемными ручками, со стеклянной крышкой. Толщина: 2,0/4,5мм;5920,00;руб.;шт;Новинки;941 
2689;Кастрюля BATISTA 24х11,5см/4,3л из литого алюминия с  индукционным дном, с  3-слойным антипригарным гранитным покрытием Ilag Ultimate, cо съемными ручками, со стеклянной крышкой. Толщина: 2,0/4,5мм;7301,00;руб.;шт;Новинки;930 
2694;Ручка съемная BATISTA для позиций 2688, 2689, 2680.;578,00;руб.;шт;Новинки;371 
2695;Ручка съемная BATISTA для позиций 2681, 2682, 2683, 2684, 2685, 2686, 2687.;693,00;руб.;шт;Новинки;293 
2847;Набор из десертных вилочек AMOUR в керамической подставке. Материал: нерж. сталь, силикон, керамика.;948,00;руб.;шт;Новинки;599 
2913;Подставка для ножей с электрической ножеточкой, с функциями сушки и УФ-стерилизации, 25х20х17см. Цвет: дерево;12417,00;руб.;шт;Новинки;536 
2914;Подставка для ножей с электрической ножеточкой, с функциями сушки и УФ-стерилизации, 25х20х17см. Цвет: металлик;12994,00;руб.;шт;Новинки;571 
3763;Набор подарочный из 3 пр. (гильотина, фляжка, тубус для сигары) в кожанном переплете. Материал: нерж.сталь 18/10, искусственная кожа.;7676,00;руб.;шт;Новинки;935 
3764;Поднос сервировочный прямоугольный 43x31см с хромированным покрытием. Материал: цинковый сплав;6510,00;руб.;шт;Новинки;825 
5935;Набор для барбекю MASTER из 4пр. (шпатель 46см, щипцы 46см, вилка для мяса 46см, кисть силиконовая 46см) в алюминиевом кейсе. Материал: нерж.сталь, древеснослоистый пластик;15275,00;руб.;шт;Новинки;564 
6343;Подставка для сушки и хранения кухонных аксессуаров и столовых приборов 18х13. Материал: нерж. сталь 18/10.;1531,00;руб.;шт;Новинки;723 
6979;Нож поварской VILMARIN 20см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,5мм;2397,00;руб.;шт;Новинки;640 
6980;Нож разделочный VILMARIN 20см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,5мм древеснослоистый пластик. Толщина: 2,5мм;1935,00;руб.;шт;Новинки;641 
6981;Нож сантоку VILMARIN 17см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,5мм;2127,00;руб.;шт;Новинки;643 
6982;Нож филейный VILMARIN 15см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,0мм;1877,00;руб.;шт;Новинки;682 
6983;Нож универсальный VILMARIN 13см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,0мм;1342,00;руб.;шт;Новинки;547 
6984;Нож для чистки овощей VILMARIN 9см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,0мм;1329,00;руб.;шт;Новинки;615 
6985;Нож для чистки овощей VILMARIN 8см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,0мм;1329,00;руб.;шт;Новинки;668 
6986;Набор ножей VILMARIN из 6 предметов на деревянной подставке. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,5-2,0мм;11117,00;руб.;шт;Новинки;771 
7158;Чайник заварочный MARIANNI 1000мл с керамическим фильтром. Материал: боросиликатное стекло. Цвет фильтра: розовый;2387,00;руб.;шт;Новинки;705 
7159;Чайник заварочный MARIANNI 750мл с керамическим фильтром. Материал: боросиликатное стекло. Цвет фильтра: голубой;2242,00;руб.;шт;Новинки;701 
7160;Чайник заварочный MARIANNI 500мл с керамическим фильтром. Материал: боросиликатное стекло. Цвет фильтра: зеленый;1982,00;руб.;шт;Новинки;719 
7161;Набор чайный MARIANNI (2 чашки 250мл, 2 блюдца). Материал керамика. Цвет: розовый;2145,00;руб.;шт;Новинки;809 
7162;Набор чайный MARIANNI (2 чашки 250мл, 2 блюдца). Материал керамика. Цвет: голубой;2145,00;руб.;шт;Новинки;813 
7176;Набор чайный MARIANNI (2 чашки 250мл, 2 блюдца). Материал керамика. Цвет: зеленый;2145,00;руб.;шт;Новинки;814 
8184;Термопоильник KIDS вакуумный c 3D-принтом, двумя ручками и ремешком, 400мл. Материал: пластик, силикон, нержавеющая сталь 18/10. Цвет: розовый;3455,00;руб.;шт;Новинки;1 105 
8185;Термопоильник KIDS вакуумный c 3D-принтом, двумя ручками и ремешком, 400мл. Материал: пластик, силикон, нержавеющая сталь 18/10. Цвет: синий;3455,00;руб.;шт;Новинки;1 120 
