Артикул;pname;"prevprice";;;"curprice";;;cengroup;"ostatki";nds?;CURRENCY
1319;Соковарка MESSINA 8.0 л. Материал: нержавеющая сталь 18/10. Материал ручки: нержавеющая сталь 201. Индукционное дно.;11088,00;руб.;шт;5544,00;руб.;шт;Акция -50%;50;N;RUB
1321;Пароварка для приготовления мантов 28х15 см, 9,2 л со стеклянной крышкой. Материал: нержавеющая сталь 304.;20890,00;руб.;шт;10445,00;руб.;шт;Акция -50%;50;N;RUB
1325;Пароварка двухъярусная VICTORY 20х10,5см/3,0л со стеклянной крышкой, с капсульным дном. Материал: нерж. сталь 18/10. Толщина: 0,6мм;7718,00;руб.;шт;4631,00;руб.;шт;Акция -40%;50;N;RUB
1333;Сковорода блинная 25 см из литого алюминия с трехслойным антипригарным покрытием и индукционным дном. Толщина:1,8/3,5мм. Материал ручки: soft touch. Цвет: черный;3321,00;руб.;шт;1993,00;руб.;шт;Акция -40%;50;N;RUB
1334;Сковорода блинная 28 см из литого алюминия с трехслойным антипригарным покрытием и индукционным дном. Толщина:1,8/3,5мм. Материал ручки: soft touch. Цвет: черный;3870,00;руб.;шт;2322,00;руб.;шт;Акция -40%;50;N;RUB
1336;Сковорода для блинов VIOLONCELO 28 см с деревянным распределителем теста (чугун);3368,00;руб.;шт;2358,00;руб.;шт;Акция -30%;50;N;RUB
1337;Сковорода блинная HAMBURG 20 см из литого алюминия с мраморным трехслойным антипригарным покрытием и индукционным дном. Толщина: 3,8мм. Материал ручки: soft touch;3017,00;руб.;шт;2112,00;руб.;шт;Акция -30%;50;N;RUB
1338;Сковорода блинная HAMBURG 24 см из литого алюминия с мраморным трехслойным антипригарным покрытием и индукционным дном. Толщина: 3,8мм. Материал ручки: soft touch;3444,00;руб.;шт;2411,00;руб.;шт;Акция -30%;50;N;RUB
1339;Сковорода блинная HAMBURG 28 см из литого алюминия с мраморным трехслойным антипригарным покрытием и индукционным дном. Толщина: 3,8мм. Материал ручки: soft touch;4072,00;руб.;шт;2851,00;руб.;шт;Акция -30%;50;N;RUB
1346;Овальный сотейник 31х24.8х11см 5л чугунный с эмалированным покрытием;11482,00;руб.;шт;6890,00;руб.;шт;Акция -40%;50;N;RUB
1360;Кастрюля SIGNO 16x9,5см/2л со стеклянной крышкой, с индукционным капсульным дном. Материал: нерж сталь 18/10. Толщина: 0,8ммТолщина 0,8мм.;6014,00;руб.;шт;4210,00;руб.;шт;Акция -30%;50;N;RUB
1361;Кастрюля SIGNO 18x10,5см/2,7л со стеклянной крышкой, с индукционным капсульным дном. Материал: нерж сталь 18/10. Толщина: 0,8мм;6896,00;руб.;шт;4828,00;руб.;шт;Акция -30%;50;N;RUB
1362;Кастрюля SIGNO 20x12см/3,5л со стеклянной крышкой, с индукционным капсульным дном. Материал: нерж сталь 18/10. Толщина: 0,8мм;7925,00;руб.;шт;5548,00;руб.;шт;Акция -30%;50;N;RUB
1363;Кастрюля SIGNO 24x13,5см/6л со стеклянной крышкой, с индукционным капсульным дном. Материал: нерж сталь 18/10. Толщина: 0,8мм;10380,00;руб.;шт;7266,00;руб.;шт;Акция -30%;50;N;RUB
1364;Кастрюля SIGNO 26x20см/10,6л со стеклянной крышкой, с индукционным капсульным дном. Материал: нерж сталь 18/10. Толщина: 0,8мм;12094,00;руб.;шт;8466,00;руб.;шт;Акция -30%;50;N;RUB
1366;Кастрюля VICTORY 16x7,5см/1,5л со стеклянной крышкой, с капсульным дном. Материал: нерж. сталь 18/10. Толщина: 0,6мм;3623,00;руб.;шт;2537,00;руб.;шт;Акция -30%;50;N;RUB
1367;Кастрюля VICTORY 18x8,5см/2,1л со стеклянной крышкой, с капсульным дном. Материал: нерж. сталь 18/10. Толщина: 0,6мм;4109,00;руб.;шт;2877,00;руб.;шт;Акция -30%;50;N;RUB
1368;Кастрюля VICTORY 20x9,5см/2,7л со стеклянной крышкой, с капсульным дном. Материал: нерж. сталь 18/10. Толщина: 0,6мм;4678,00;руб.;шт;3275,00;руб.;шт;Акция -30%;50;N;RUB
1371;Дуршлаг FEDERICA с силиконовыми ручками и ножками, диаметр 16см, высота 11см. Материал: силикон, нерж сталь. Цвет: стальной, зеленый;3704,00;руб.;шт;1852,00;руб.;шт;Акция -50%;50;N;RUB
1372;Дуршлаг FEDERICA с силиконовыми ручками и ножками, диаметр 24см, высота 15см. Материал: силикон, нерж сталь. Цвет: стальной, зеленый;4933,00;руб.;шт;2467,00;руб.;шт;Акция -50%;50;N;RUB
1373;Кастрюля FORUM 16x9 см / 1,8 л со стеклянной крышкой, индукционное дно с медной вставкой (нерж. сталь);6400,00;руб.;шт;3840,00;руб.;шт;Акция -40%;50;N;RUB
1374;Кастрюля FORUM 20x11 см / 3,7 л со стеклянной крышкой (нерж. сталь). Индукционное дно с медной сердцевиной.;8162,00;руб.;шт;4898,00;руб.;шт;Акция -40%;50;N;RUB
1376;Кастрюля ERA 16x9 см / 1,8 л со стеклянной крышкой (нерж. сталь);4657,00;руб.;шт;2795,00;руб.;шт;Акция -40%;50;N;RUB
1377;Кастрюля ERA 18x10 см / 2,5 л со стеклянной крышкой (нерж. сталь);5366,00;руб.;шт;3220,00;руб.;шт;Акция -40%;50;N;RUB
1378;Кастрюля ERA 20x11 см  3,0 л со стеклянной крышкой, индукционное до с медной вставкой (нерж. сталь);6035,00;руб.;шт;3621,00;руб.;шт;Акция -40%;50;N;RUB
1383;Дуршлаг FEDERICA с силиконовыми ручками и ножками, диаметр 20см, высота 13см. Материал: силикон, нерж сталь. Цвет: стальной, зеленый;2728,00;руб.;шт;1637,00;руб.;шт;Акция -40%;50;N;RUB
1384;Подставка для варки на пару, диаметр 22см. Материал: нерж сталь;;руб.;шт;725,00;руб.;шт;Новинки;50;N;RUB
1385;Подставка для варки на пару, диаметр 25см. Материал: нерж сталь;;руб.;шт;804,00;руб.;шт;Новинки;50;N;RUB
1400-S;1400-S STAHLBERG Вставка в кастрюлю для варки на пару 24х11 см 5,0 л (нерж.сталь);5962,00;руб.;шт;2981,00;руб.;шт;Акция -50%;50;N;RUB
1401-S;"1401-S STAHLBERG Набор посуды; 3 кастрюли, 1 ковш, 1 вставка для приготовления на пару, 4 крышки (нерж.сталь) (арт 1396,1397,1398,1399,1400)";50650,00;руб.;шт;25325,00;руб.;шт;Акция -50%;50;N;RUB
1408;Набор SERENA: 3 Сковороды 20см, 24см, 28см, Материал:прессованный алюминий, индукционное дно с отверстиями, внутреннее керамическое покрытие ECL бежевого цвета, Наружное термостойкое покрытие Jihua;6671,00;руб.;шт;4999,00;руб.;шт;Распродажа;50;N;RUB
1420;Сковорода AROMA 28х5 см (кованый алюминий с антипригарным 2-слойным керамическим покрытием Excilon), бакелитовая ручка;3292,00;руб.;шт;1646,00;руб.;шт;Акция -50%;50;N;RUB
1440;Противень-гриль 38х26 см с силиконовыми ручками литой алюминий, индукционное дно;7665,00;руб.;шт;5366,00;руб.;шт;Акция -30%;50;N;RUB
1463;Сковорода для пиццы FOCUS 32x3,0 см со съемной ручкой (литой алюминий, антипригарное покрытие Whitford XYLAN, индукционное дно);7209,00;руб.;шт;5047,00;руб.;шт;Акция -30%;50;N;RUB
1464;Блинница с 9 углублениями для блинов TOSCANA 28 см литой алюминий, индукционное дно, аптипригарное покрытие;7064,00;руб.;шт;4945,00;руб.;шт;Акция -30%;50;N;RUB
1467;Сковорода для блинов FOCUS 32x2,1 см со съемной ручкой Материал : литой алюминий, антипригарное покрытие Whitford XYLAN, индукционное дно;7169,00;руб.;шт;5019,00;руб.;шт;Акция -30%;50;N;RUB
1480;Набор сковородок PROOFET из литого алюминия с 2-слойным антипригарным покрытием Whitford Xylan Plus, индукционным дном, с бакелитовой ручкой;12603,00;руб.;шт;8823,00;руб.;шт;Акция -30%;50;N;RUB
1503;Набор посуды SIGNO 7пр. (ковш 16х8см / 1,7л, кастрюля 16х12см / 2,4л с крышкой, кастрюля 20х10,5см / 3,2л с крышкой, кастрюля 20x14см / 4,4л с крышкой), с капсульным дном. Материал: нерж. сталь 18/10. Толщина 0,8мм.;25555,00;руб.;шт;17889,00;руб.;шт;Акция -30%;50;N;RUB
1510;Набор посуды ERA 6пр. (ковш 16х9см / 1,8л, кастрюля 18х10см / 2,5л, кастрюля 20х11см / 3,4л со стеклянными крышками) с капсульным дном. Материал: нерж. сталь 18/10. Толщина 0,6мм;16026,00;руб.;шт;11219,00;руб.;шт;Акция -30%;50;N;RUB
1536;Набор посуды MINESTRONE 7 пр с индукционным дном. В комплекте: кастрюля 20х12см с крышкой, кастрюля 24х13,5см с крышкой, кастрюля 28х17см с крышкой. Материал: нержавеющая сталь 304;33364,00;руб.;шт;16682,00;руб.;шт;Акция -50%;50;N;RUB
1537;Набор посуды  GENESIS 10 пр. с индукционным капсульным дном. Состав: ковш со стеклянной крышкой 1,9л/16х9,5см, 4 кастрюли со стеклянными крышками: 1,9л/16х9,5см, 2,6л/18х10,5см, 2,9л/20х11,5см, 5л/24х13,5см. Материал: нерж. сталь 18/10. Толщина: 0,8мм;34606,00;руб.;шт;24225,00;руб.;шт;Акция -30%;50;N;RUB
1538;Набор посуды 10 пр CANTATA (нерж.сталь);40276,00;руб.;шт;28194,00;руб.;шт;Акция -30%;50;N;RUB
1539;Набор посуды GALA из 10пр. с капсульным индукционным дном. Материал: нерж. сталь 18/10. Толщина: 0,7мм. Состав: ковш со стеклянной крышкой 1,8л/16х9см, 4 кастрюли со стеклянными крышками: 1,8л/16х9см, 2,5л/18х10см, 3,7л/20х12см, 6,3л/24х14см;31642,00;руб.;шт;22150,00;руб.;шт;Акция -30%;50;N;RUB
1545;Сковорода MONS 20х5см c индукционным капсульным дном, с трехслойным антипригарным покрытием Wellburger Stonehenge, с бакелитовой ручкой с покрытием Soft-touch. Материал: нерж. сталь 18/10. Толщина: 0.7мм;4403,00;руб.;шт;3083,00;руб.;шт;Акция -30%;50;N;RUB
1546;Сковорода MONS 24х5см c индукционным капсульным дном, с трехслойным антипригарным покрытием Wellburger Stonehenge, с бакелитовой ручкой с покрытием Soft-touch. Материал: нерж. сталь 18/10. Толщина: 0.7мм;5615,00;руб.;шт;3931,00;руб.;шт;Акция -30%;50;N;RUB
1548;Набор посуды FORUM 8 предметов со стеклянными крышками. В комплекте: ковш 16 см (1.8 л), кастрюля 16 см (1.8 л) , кастрюля 20 см (3.4 л), кастрюля 24 см (5.4 л). Материал: нержавеющая сталь 304.;28398,00;руб.;шт;19879,00;руб.;шт;Акция -30%;50;N;RUB
1549;Сковорода MONS 28х6см c индукционным капсульным дном, с трехслойным антипригарным покрытием Wellburger Stonehenge, с бакелитовой ручкой с покрытием Soft-touch. Материал: нерж. сталь 18/10. Толщина: 0.7мм;7117,00;руб.;шт;4982,00;руб.;шт;Акция -30%;50;N;RUB
1554;Кастрюля SMART 20х9,5 см 2,6 л с силиконовыми ручками, крышка из жаростойкого стекла с силиконовым ободком и специальной силиконовой ручкой с индикатором нагрева (литой алюминий, жаростойкий силикон, керамическое антипригарное покрытие, индукционное дно);7219,00;руб.;шт;3610,00;руб.;шт;Акция -50%;50;N;RUB
1556;Кастрюля SMART 28х12,5 см 6,9 л с крышкой с силиконовыми ручками, крышка из жаростойкого стекла с силиконовым ободком и специальной силиконовой ручкой с индикатором нагрева (литой алюминий, жаростойкий силикон, керамическое антипригарное покрытие, индукци;9605,00;руб.;шт;4803,00;руб.;шт;Акция -50%;50;N;RUB
1556-S;1556-S STAHLBERG Кастрюля SMART 28х12,5 см 6.9 л с крышкой  с силиконовыми ручками, крышка из жаростойкого стекла с силиконовым ободком и специальной силиконовой ручкой с индикатором нагрева (литой алюминий, жаростойкий силикон, керамическое антипригарное;9327,00;руб.;шт;4664,00;руб.;шт;Акция -50%;50;N;RUB
1559;Сковорода SMART 20х5,0 см съемная бакелитовая ручка в форме Эйфелевой башни со специальным силиконом (индукционное дно литой алюминий, антипригарное керамическое покрытие, жаростойкий силикон);4615,00;руб.;шт;2308,00;руб.;шт;Акция -50%;50;N;RUB
1580-S;1580-S STAHLBERG Противень-гриль 40х26 см (литой алюминий,индукционное дно), 2-х слойное керамическое покрытие.;5747,00;руб.;шт;2874,00;руб.;шт;Акция -50%;50;N;RUB
1581-S;1581-S STAHLBERG Противень-гриль 40х26 см (литой алюминий,индукционное дно), 2-х слойное керамическое покрытие.;5718,00;руб.;шт;2859,00;руб.;шт;Акция -50%;50;N;RUB
1582;Сковорода ZENIT 20x4,2 см - 1,1л (литой алюминий с мраморным антипригарным покрытием);3888,00;руб.;шт;2333,00;руб.;шт;Акция -40%;50;N;RUB
1583;Сковорода ZENIT 24x5 см- 2,0л (литой алюминий с мраморным антипригарным покрытием, индукционное дно, бакелитовая ручка);4361,00;руб.;шт;3053,00;руб.;шт;Акция -30%;50;N;RUB
1584;Сковорода ZENIT 28x5,8 см - 3,0 л (литой алюминий с мраморным антипригарным покрытием);5140,00;руб.;шт;3598,00;руб.;шт;Акция -30%;50;N;RUB
1585-S;1585-S STAHLBERG Сковорода глубокая ZENIT 20x7,2 см - 1,8 л (литой алюминий с мраморным антипригарным покрытием);4095,00;руб.;шт;2048,00;руб.;шт;Акция -50%;50;N;RUB
1588;Сковорода со скошенным краем ZENIT 28x6,3 см- 3,0 л (литой алюминий с мраморным антипригарным покрытием);6020,00;руб.;шт;4214,00;руб.;шт;Акция -30%;50;N;RUB
1591;Сковорода SMART 24х5,5 см съемная бакелитовая ручка в форме Эйфелевой башни со специальным силиконом (индукционное дно литой алюминий, антипригарное керамическое покрытие, жаростойкий силикон);5384,00;руб.;шт;2692,00;руб.;шт;Акция -50%;50;N;RUB
1592;Сковорода SMART 28х6,0 см съемная бакелитовая ручка в форме Эйфелевой башни со специальным силиконом (индукционное дно литой алюминий, антипригарное керамическое покрытие, жаростойкий силикон);6101,00;руб.;шт;3051,00;руб.;шт;Акция -50%;50;N;RUB
1592-S;1592-S STAHLBERG Сковорода 28х6,0 см съемная бакелитовая ручка в форме Эйфелевой башни со специальным силиконом (индукционное дно литой алюминий, антипригарное керамическое покрытие, жаростойкий силикон);5920,00;руб.;шт;2960,00;руб.;шт;Акция -50%;50;N;RUB
1593;Сковорода SMART 28х9,0 см, съемная бакелитовая ручка в форме Эйфелевой башни со специальным силиконом (индукционное дно литой алюминий, антипригарное керамическое покрытие, жаростойкий силикон);9697,00;руб.;шт;4849,00;руб.;шт;Акция -50%;50;N;RUB
1594;Сковорода SMART 32х9,5 см съемная бакелитовая ручка в форме Эйфелевой башни со специальным силиконом (индукционное дно литой алюминий, антипригарное керамическое покрытие, жаростойкий силикон);10650,00;руб.;шт;5325,00;руб.;шт;Акция -50%;50;N;RUB
1594-S;1594-S STAHLBERG Сковорода 32х9,5 см съемная бакелитовая ручка в форме Эйфелевой башни со специальным силиконом (индукционное дно литой алюминий, антипригарное керамическое покрытие, жаростойкий силикон);10338,00;руб.;шт;5169,00;руб.;шт;Акция -50%;50;N;RUB
1598;Сковорода для блинов TOWER 28х1,6см Материал: Литой алюминий, индукционное дно, 3-х слойное антипригарное покрытие PFLUON, бакелитовая ручка;4072,00;руб.;шт;2851,00;руб.;шт;Акция -30%;50;N;RUB
1600;Съемная ручка 18см черная для арт: 1480, 2483, 2484, 2485;636,00;руб.;шт;446,00;руб.;шт;Акция -30%;50;N;RUB
1610;Скороварка  4,0 л 20x13cm (нерж. сталь);20520,00;руб.;шт;14364,00;руб.;шт;Акция -30%;50;N;RUB
1612;Набор OSTEN 3пр  : сковорода-вок 32х8.7см, ставка в кастрюлю для варки на пару  32х7.9см, крышка металлическая куполом индукционное дно (нержавеющая сталь) 1612;24476,00;руб.;шт;17134,00;руб.;шт;Акция -30%;50;N;RUB
1612-S;1612-S STAHLBERG Набор посуды KROMWELL  3пр  : сковорода-вок 32х8.7см, пароварка 32х7.9см, крышка металлическая куполом индукционное дно (нержавеющая сталь);23216,00;руб.;шт;11608,00;руб.;шт;Акция -50%;50;N;RUB
1613-S;1613-S STAHLBERG Сковорода-вок KROMWELL со стеклянной крышкой 32х8,7 см /5,2 л. с трехслойным корпусом, индукционное дно  (нержавеющая сталь);14611,00;руб.;шт;7306,00;руб.;шт;Акция -50%;50;N;RUB
1614;Сковорода-вок OSTEN с металической крышкой 28х8,5 см /2,5 л. с трехслойным корпусом, индукционное дно (нержавеющая сталь);15010,00;руб.;шт;10507,00;руб.;шт;Акция -30%;50;N;RUB
1615-S;1615-S STAHLBERG Сковорода-вок KROMWELL 30х9,5см со вставкой для варки на пару, металлическая крышка  куполом индукционное дно (нерж. сталь);10317,00;руб.;шт;5159,00;руб.;шт;Акция -50%;50;N;RUB
1616-S;1616-S STAHLBERG Сковорода-вок KROMWELL 32х8,7см /5,2 л со вставкой для варки на пару, стеклянная крышка с трехслойным корпусом, индукционное дно (нержавеющая сталь);20780,00;руб.;шт;10390,00;руб.;шт;Акция -50%;50;N;RUB
1617;Сковорода-вок OSTEN с металлической крышкой 32х10 см /4,7 л. с трехслойным корпусом, индукционное дно (нержавеющая сталь);19572,00;руб.;шт;13701,00;руб.;шт;Акция -30%;50;N;RUB
1617-S;1617-S STAHLBERG Сковорода-вок OSTEN с металлической крышкой 32х10 см /4,7 л. с трехслойным корпусом, индукционное дно (нержавеющая сталь);19399,00;руб.;шт;9700,00;руб.;шт;Акция -50%;50;N;RUB
1626;Кастрюля MASSAIA 24х13,5 см / 6 л., со стеклянной крышкой, индукционное дно (нерж.сталь);11511,00;руб.;шт;8058,00;руб.;шт;Акция -30%;50;N;RUB
1632;Пароварка трехъярусная ATTUALITA 20х18 см / 5,6 л., с металлической крышкой, индукцинное дно (нерж.сталь);19029,00;руб.;шт;13321,00;руб.;шт;Акция -30%;50;N;RUB
1633;Пароварка трехъярусная ATTUALITA 24х17 см / 7,7 л., с металлической крышкой, индукцинное дно (нерж.сталь);22610,00;руб.;шт;15827,00;руб.;шт;Акция -30%;50;N;RUB
1643;Кастрюля DONNA 16х9см/ 1,9л с трехслойным индукционным дном и стеклянной крышкой. Толщина: 0,7мм. Материал: нерж. сталь 18/8;;руб.;шт;3605,00;руб.;шт;Новинки;50;N;RUB
1644;Кастрюля DONNA 18х10см /2,7л. с трехслойным индукционным дном и стеклянной крышкой. Толщина: 0,7мм. Материал: нерж. сталь 18/8;;руб.;шт;3911,00;руб.;шт;Новинки;50;N;RUB
1645;Кастрюля DONNA 20х11,5см/3,8л. с трехслойным индукционным дном и стеклянной крышкой. Толщина: 0,7мм. Материал: нерж. сталь 18/8;;руб.;шт;4442,00;руб.;шт;Новинки;50;N;RUB
1646;Кастрюля DONNA 22х12,5см/5л с трехслойным индукционным дном и стеклянной крышкой. Толщина: 0,7мм. Материал: нерж. сталь 18/8;;руб.;шт;4784,00;руб.;шт;Новинки;50;N;RUB
1647;Сковорода DONNA 22х7см. с индукционным дном. Толщина: 0,7мм. Материал: нерж. сталь 18/8;;руб.;шт;3585,00;руб.;шт;Новинки;50;N;RUB
1648;Сковорода DONNA 24х7см. с индукционным дном. Толщина: 0,7мм. Материал: нерж. сталь 18/8;;руб.;шт;3992,00;руб.;шт;Новинки;50;N;RUB
1670;Сковорода для блинов VENTURА 23х3,5см Материал: литой алюминий, индукционное дно, антипригарное двухслойное покрытие Xylan, бакелитовая ручка;2877,00;руб.;шт;2014,00;руб.;шт;Акция -30%;50;N;RUB
1699;Сковорода BLANCO 28х5,1 см (литой алюминий с антипригарным 3-х слойным кремниевым покрытием);5067,00;руб.;шт;1990,00;руб.;шт;Распродажа;50;N;RUB
1716-S;1716-S STAHLBERG Набор посуды MIRANDA: Ковш 16х7,5 см/ 1,5 л. со стальной крышкой, индукцинное дно (нерж.сталь), Кастрюля 20х11,5 см/ 3,6 л. со стальной крышкой, индукцинное дно (нерж.сталь), Кастрюля 24х17 см/ 7,7 л. со стальной крышкой, индукцинное дно ;22749,00;руб.;шт;11375,00;руб.;шт;Акция -50%;50;N;RUB
1730-S;1730-S STAHLBERG Кастрюля MIRANDA 24х13 см/ 5,9 л. со стальной крышкой, индукцинное дно (нерж.сталь), трехслойный корпус;9356,00;руб.;шт;4678,00;руб.;шт;Акция -50%;50;N;RUB
1731;Ковш METROPOLE 16x7,5см/1,5л со стеклянной крышкой, с индукционным капсульным дном. Материал: нерж. сталь 18/10, силикон. Толщина: 0,6мм;3704,00;руб.;шт;2593,00;руб.;шт;Акция -30%;50;N;RUB
1732;Кастрюля METROPOLE 16x7,5см/1,5л со стеклянной крышкой, с индукционным капсульным дном. Материал: нерж. сталь 18/10, силикон. Толщина: 0,6мм;3783,00;руб.;шт;2649,00;руб.;шт;Акция -30%;50;N;RUB
1733;Кастрюля METROPOLE 18x8,5см/2,1л со стеклянной крышкой, с индукционным капсульным дном. Материал: нерж. сталь 18/10, силикон. Толщина: 0,6мм;4311,00;руб.;шт;3018,00;руб.;шт;Акция -30%;50;N;RUB
1734;Кастрюля METROPOLE 20x9,5см/2,9л со стеклянной крышкой, с индукционным капсульным дном. Материал: нерж. сталь 18/10, силикон. Толщина: 0,6мм;4933,00;руб.;шт;3454,00;руб.;шт;Акция -30%;50;N;RUB
1738;Сковорода FANTASY 28х7см 3-слойная. Материал: медь, алюминий, нерж.сталь 18/10. Цвет корпуса: медный. Цвет ручки: черный;;руб.;шт;9417,00;руб.;шт;Новинки;50;N;RUB
1739;Кастрюля FANTASY 20х11,5см / 3,5л со стальной крышкой 3-слойная. Материал: медь, алюминий, нерж.сталь 18/10. Цвет корпуса: медный. Цвет ручек: черный;;руб.;шт;9288,00;руб.;шт;Новинки;50;N;RUB
1740;Кастрюля FANTASY 24х13,5 см / 6л со стальной крышкой 3-слойная. Материал: медь, алюминий, нерж.сталь 18/10. Цвет корпуса: медный. Цвет ручки: черный;;руб.;шт;12189,00;руб.;шт;Новинки;50;N;RUB
1741;Ковш SERENADE 16x7,5см/1,5л со стеклянной крышкой. Материал: нерж. сталь 18/10. Толщина 0,6мм;3132,00;руб.;шт;2193,00;руб.;шт;Акция -30%;50;N;RUB
1742;Кастрюля SERENADE 16x7,5см/1,5л со стеклянной крышкой. Материал: нерж. сталь 18/10. Толщина 0,6мм;3392,00;руб.;шт;2375,00;руб.;шт;Акция -30%;50;N;RUB
1743;Кастрюля SERENADE 18x8,5см/2,1л со стеклянной крышкой. Материал: нерж. сталь 18/10. Толщина 0,6мм;3878,00;руб.;шт;2715,00;руб.;шт;Акция -30%;50;N;RUB
1744;Кастрюля SERENADE 20x9,5см/3,0л со стеклянной крышкой. Материал: нерж. сталь 18/10. Толщина 0,6мм;4303,00;руб.;шт;3013,00;руб.;шт;Акция -30%;50;N;RUB
1745;Кастрюля SERENADE 24x11,5см/5,2л со стеклянной крышкой. Материал: нерж. сталь 18/10. Толщина 0,6мм;5841,00;руб.;шт;4089,00;руб.;шт;Акция -30%;50;N;RUB
1746;Кастрюля SERENADE 24x15,5см/7л со стеклянной крышкой. Материал: нерж. сталь 18/10. Толщина 0,6мм;6146,00;руб.;шт;4303,00;руб.;шт;Акция -30%;50;N;RUB
1748-S;1748-S STAHLBERG Набор посуды MIRANDA: Ковш 16х7,5 см / 1,5 л. со стеклянной крышкой, индукцинное дно (нерж.сталь), Кастрюля 20х11,5 см/ 3,6 л. со стеклянной крышкой, индукцинное дно (нерж.сталь), Кастрюля 24х17 см/ 7,6 л. со стеклянной крышкой, индукцинн;38294,00;руб.;шт;19147,00;руб.;шт;Акция -50%;50;N;RUB
1756;Ковш FANTASY 18х9см / 2л со стальной крышкой 3-слойный. Материал: медь, алюминий, нерж.сталь 18/10. Цвет корпуса: медный. Цвет ручек: черный;;руб.;шт;7005,00;руб.;шт;Новинки;50;N;RUB
1757;Кастрюля FANTASY 18х9см / 2л со стальной крышкой 3-слойная. Материал: медь, алюминий, нерж.сталь 18/10. Цвет корпуса: медный. Цвет ручек: черный;;руб.;шт;7857,00;руб.;шт;Новинки;50;N;RUB
1758;Сковорода FANTASY 20х4,5см 3-слойная. Материал: медь, алюминий, нерж.сталь 18/10. Цвет корпуса: медный. Цвет ручки: черный;;руб.;шт;5646,00;руб.;шт;Новинки;50;N;RUB
1759;Сковорода FANTASY 24х5см 3-слойная. Материал: медь, алюминий, нерж.сталь 18/10. Цвет корпуса: медный. Цвет ручки: черный;;руб.;шт;6357,00;руб.;шт;Новинки;50;N;RUB
1766;Ковш LILAS 16х7,5см/1,5л со стеклянной крышкой, с капсульным дном. Материал: нерж. сталь 18/10. Толщина корпуса: 0,6мм. Толщина дна: 3,5мм. Цвет корпуса: фиолетовый;;руб.;шт;3931,00;руб.;шт;Новинки;50;N;RUB
1767;Кастрюля LILAS 20х10см/3,1л со стеклянной крышкой, с капсульным дном. Материал: нерж. сталь 18/10. Толщина корпуса: 0,6мм. Толщина дна: 3,5мм. Цвет корпуса: фиолетовый;;руб.;шт;5184,00;руб.;шт;Новинки;50;N;RUB
1768;Кастрюля LILAS 24х12см/5,4л со стеклянной крышкой, с капсульным дном. Материал: нерж. сталь 18/10. Толщина корпуса: 0,6мм. Толщина дна: 3,5мм. Цвет корпуса: фиолетовый;;руб.;шт;6244,00;руб.;шт;Новинки;50;N;RUB
1769;Сковорода LILAS 24х5,5см с капсульным дном. Материал: нерж. сталь 18/10. Толщина корпуса: 0,6мм. Толщина дна: 3,5мм. Цвет корпуса: фиолетовый;;руб.;шт;3861,00;руб.;шт;Новинки;50;N;RUB
1770;Сковорода LILAS 28х7см с капсульным дном. Материал: нерж. сталь 18/10. Толщина корпуса: 0,6мм. Толщина дна: 3,5мм. Цвет корпуса: фиолетовый;;руб.;шт;4768,00;руб.;шт;Новинки;50;N;RUB
1788;Ковш MINI 12х6см/0,7л. Материал: нерж. сталь 18/10;1400,00;руб.;шт;980,00;руб.;шт;Акция -30%;50;N;RUB
1790-S;1790-S STAHLBERG Набор посуды MINI 6пр : 2 Кастрюли со стеклянной крышками 0,6л,1,2 л., 2 ковша 0,6л., 1,2л (Керамическое покрытие );9408,00;руб.;шт;3990,00;руб.;шт;Распродажа;50;N;RUB
1798;Сковорода без крышки 28х6,0  см синяя индукционное дно литой алюминий с антипригарным керамическим покрытием Excilon, ручка с силиконовым покрытием;7133,00;руб.;шт;4994,00;руб.;шт;Акция -30%;50;N;RUB
1799;Сковорода без крышки 28х6,0  см черная индукционное дно литой алюминий с антипригарным керамическим покрытием Excilon, ручка с силиконовым покрытием;7133,00;руб.;шт;4994,00;руб.;шт;Акция -30%;50;N;RUB
1804-S;1804-S STAHLBERG Набор посуды KORNELIA 8 пр с крышками (нерж. сталь);37365,00;руб.;шт;18683,00;руб.;шт;Акция -50%;50;N;RUB
1805-S;1805-S STAHLBERG Набор посуды MADELINA 5 пр для варки на пару и  спагетти  (нерж. сталь);14971,00;руб.;шт;7486,00;руб.;шт;Акция -50%;50;N;RUB
1806-S;1806-S STAHLBERG Набор посуды MADELINA 4 пр со стеклянными крышками (нерж. сталь);17887,00;руб.;шт;8944,00;руб.;шт;Акция -50%;50;N;RUB
1807-S;1807-S STAHLBERG Сковорода-вок LORETTA 32 см со стеклянной крышкой (нерж. сталь);14490,00;руб.;шт;7245,00;руб.;шт;Акция -50%;50;N;RUB
1808-S;1808-S STAHLBERG Набор посуды FIONA 10 пр (нерж. сталь);37249,00;руб.;шт;18625,00;руб.;шт;Акция -50%;50;N;RUB
1809;Набор посуды 8 пр со стеклянными крышками (нерж. сталь);43365,00;руб.;шт;30356,00;руб.;шт;Акция -30%;50;N;RUB
1809-S;1809-S STAHLBERG Набор посуды MARIANA 8 пр со стеклянными крышками (нерж. сталь);43365,00;руб.;шт;21683,00;руб.;шт;Акция -50%;50;N;RUB
1810-S;1810-S STAHLBERG Пароварка 24х14 см со стеклянной крышкой (нерж. сталь);12204,00;руб.;шт;6102,00;руб.;шт;Акция -50%;50;N;RUB
