Артикул;pname;"prevprice";;;"curprice";;;cengroup;"ostatki";nds?;CURRENCY
6976;Нож поварской сантоку TIGER 17см. Материал лезвия: сталь X50Cr15. Материал ручки: древеснослоистый пластик, нерж сталь.;2253,00;руб.;шт;1578,00;руб.;шт;Акция -30%;50;N;RUB
6977;Нож унивирсальный TIGER 13см. Материал лезвия: сталь X50Cr15. Материал ручки: древеснослоистый пластик, нерж сталь.;1578,00;руб.;шт;1105,00;руб.;шт;Акция -30%;50;N;RUB
6978;Нож для чистки овощей TIGER 9см. Материал лезвия: сталь X50Cr15. Материал ручки: древеснослоистый пластик, нерж сталь.;1549,00;руб.;шт;1085,00;руб.;шт;Акция -30%;50;N;RUB
6979;Нож поварской VILMARIN 20см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,5мм;;руб.;шт;2055,00;руб.;шт;Новинки;50;N;RUB
6980;Нож разделочный VILMARIN 20см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,5мм древеснослоистый пластик. Толщина: 2,5мм;;руб.;шт;1659,00;руб.;шт;Новинки;50;N;RUB
6981;Нож сантоку VILMARIN 17см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,5мм;;руб.;шт;1823,00;руб.;шт;Новинки;50;N;RUB
6982;Нож филейный VILMARIN 15см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,0мм;;руб.;шт;1609,00;руб.;шт;Новинки;50;N;RUB
6983;Нож универсальный VILMARIN 13см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,0мм;;руб.;шт;1150,00;руб.;шт;Новинки;50;N;RUB
6984;Нож для чистки овощей VILMARIN 9см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,0мм;;руб.;шт;1139,00;руб.;шт;Новинки;50;N;RUB
6985;Нож для чистки овощей VILMARIN 17см. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,0мм;;руб.;шт;1139,00;руб.;шт;Новинки;50;N;RUB
6986;Набор ножей VILMARIN из 6 предметов на деревянной подставке. Материал лезвия: сталь X50CrMoV15. Материал ручки: сталь, древеснослоистый пластик. Толщина: 2,5-2,0мм;;руб.;шт;9529,00;руб.;шт;Новинки;50;N;RUB
7006;Колба стеклянная сменная 1000мл для френч-прессов (арт. 7016 7024 7100);2421,00;руб.;шт;1695,00;руб.;шт;Акция -30%;50;N;RUB
7009;Стакан двойной 75 мл боросиликатное стекло;562,00;руб.;шт;269,00;руб.;шт;Распродажа;50;N;RUB
7009-S;7009-S STAHLBERG Стакан двойной 75 мл боросиликатное стекло;562,00;руб.;шт;269,00;руб.;шт;Распродажа;50;N;RUB
7010;Стакан двойной 100 мл боросиликатное стекло;649,00;руб.;шт;279,00;руб.;шт;Распродажа;50;N;RUB
7010-S;7010-S STAHLBERG Стакан двойной 100 мл боросиликатное стекло;649,00;руб.;шт;279,00;руб.;шт;Распродажа;50;N;RUB
7011;Чашка с блюдцем 75 мл двойное боросиликатное стекло;678,00;руб.;шт;299,00;руб.;шт;Распродажа;50;N;RUB
7011-S;7011-S STAHLBERG Чашка с блюдцем 75 мл двойное боросиликатное стекло;678,00;руб.;шт;299,00;руб.;шт;Распродажа;50;N;RUB
7029;7029 WERNER Стеклянный заварочный чайник ESSEN 14,7х11,6х23см. 800 мл с фильтром фиолетовый Материал: Боросиликатное стекло, пластик, SS 202;1323,00;руб.;шт;590,00;руб.;шт;Распродажа;50;N;RUB
7030;7030 WERNER Стеклянный заварочный чайник ESSEN 15х11,5х25см. 1000 мл с фильтром желтый Материал: Боросиликатное стекло, пластик, SS 202;1386,00;руб.;шт;590,00;руб.;шт;Распродажа;50;N;RUB
7038;Сахарница RENAISSANCE с ложкой 200мл на подставке 12,9х9,7х10,2см  (нерж. сталь, боросиликатное стекло);1515,00;руб.;шт;758,00;руб.;шт;Акция -50%;50;N;RUB
7040;Набор RENAISSANCE :2 Сахарницы с ложками по 200мл 23,2х9,7х10,2см на подставке (нерж. сталь, боросиликатное стекло);3137,00;руб.;шт;1569,00;руб.;шт;Акция -50%;50;N;RUB
7041;Молочник RENAISSANCE 200мл 14,5х8,8х11,6см  (нерж. сталь, боросиликатное стекло);914,00;руб.;шт;549,00;руб.;шт;Акция -40%;50;N;RUB
7042;Молочник RENAISSANCE 200мл 14,5х8,8х11,6см  (нерж. сталь, боросиликатное стекло);914,00;руб.;шт;457,00;руб.;шт;Акция -50%;50;N;RUB
7043;Молочник RENAISSANCE 200мл 14,5х8,8х11,6см  (нерж. сталь, боросиликатное стекло);953,00;руб.;шт;572,00;руб.;шт;Акция -40%;50;N;RUB
7044;Молочник RENAISSANCE 200мл 14,5х8,8х11,6см  (нерж. сталь, боросиликатное стекло);953,00;руб.;шт;572,00;руб.;шт;Акция -40%;50;N;RUB
7045;Стеклянный заварочный чайник с ситечком ESSMER 1000мл Материал : Нержавеющая сталь18/0, SS304, SS201, жаропрочное стекло;2541,00;руб.;шт;1271,00;руб.;шт;Акция -50%;50;N;RUB
7052;Стеклянный заварочный чайник MILEBI 12,5х7,7х16,7см. 350 мл с поршнем белый с красной ручкой Материал: Боросиликатное стекло, кремний, S/S 18/10 (#304);3610,00;руб.;шт;1805,00;руб.;шт;Акция -50%;50;N;RUB
7053;Стеклянный заварочный чайник MILEBI 16,4х10,6х18,7см. 800 мл с поршнем белый с красной ручкой Материал: Боросиликатное стекло, кремний, S/S 18/10 (#304);4581,00;руб.;шт;2291,00;руб.;шт;Акция -50%;50;N;RUB
7054;Стеклянный заварочный чайник MILEBI 10,5х16,9х22см. 1000 мл с поршнем белый с красной ручкой Материал: Боросиликатное стекло, кремний, S/S 18/10 (#304);4639,00;руб.;шт;2320,00;руб.;шт;Акция -50%;50;N;RUB
7066;Сахарница CECILIA 9х9х7,5см/220мл Материал: Керамика, силикон;573,00;руб.;шт;287,00;руб.;шт;Акция -50%;50;N;RUB
7073;Чайник заварочный GALAXY 350 мл. Жаропрочное стекло, нержавеющая сталь 201.;896,00;руб.;шт;628,00;руб.;шт;Акция -30%;50;N;RUB
7075;Чайник заварочный GALAXY 800 мл. Жаропрочное стекло, нержавеющая сталь 201.;1358,00;руб.;шт;951,00;руб.;шт;Акция -30%;50;N;RUB
7078;Набор: чайник заварочный GALAXY 600 мл, 4 стакана 200 мл. Жаропрочное стекло, нержавеющая сталь 201.;2211,00;руб.;шт;1106,00;руб.;шт;Акция -50%;50;N;RUB
7079;Набор: чайник заварочный GALAXY 600 мл,  6 стаканов 200 мл. Жаропрочное стекло, нержавеющая сталь 201.;2738,00;руб.;шт;1369,00;руб.;шт;Акция -50%;50;N;RUB
7082;Чайник заварочный 600мл Материал: боросиликатное стекло, ситечко и крышка нержавеющая сталь;2058,00;руб.;шт;1235,00;руб.;шт;Акция -40%;50;N;RUB
7083;Чайник заварочный BRILLIANS 800мл Материал: боросиликатное стекло, ситечко и крышка нержавеющая сталь.;2208,00;руб.;шт;1546,00;руб.;шт;Акция -30%;50;N;RUB
7084;Чайник заварочный 600мл с подставкой для подгрева от свечи. Материал: боросиликатное стекло. Ситечко, крышка, подставка нержавеющая сталь.;2925,00;руб.;шт;1463,00;руб.;шт;Акция -50%;50;N;RUB
7088;Чайник заварочный 500мл Материал: боросиликатное стекло;1573,00;руб.;шт;1102,00;руб.;шт;Акция -30%;50;N;RUB
7089;Чайник заварочный 700мл. Материал: боросиликатное стекло;1993,00;руб.;шт;1196,00;руб.;шт;Акция -40%;50;N;RUB
7090;Чайник 600 мл с подставкой для нагревания. Материал чайника: боросиликатное стекло. Материал подставки: стекло;2570,00;руб.;шт;1285,00;руб.;шт;Акция -50%;50;N;RUB
7093;Чайник заварочный CLARIS 350 мл. Материал: жаропрочное стекло, нерж. сталь. Цвет: розовое золото.;1473,00;руб.;шт;1032,00;руб.;шт;Акция -30%;50;N;RUB
7095;Чайник заварочный CLARIS 350 мл. Материал: жаропрочное стекло, нерж. сталь. Цвет: черный.;1473,00;руб.;шт;1032,00;руб.;шт;Акция -30%;50;N;RUB
7097;Чайник заварочный CLARIS 600 мл с двойными стенками. Материал: жаропрочное стекло, нерж. сталь.;2473,00;руб.;шт;1484,00;руб.;шт;Акция -40%;50;N;RUB
7098;Чайник заварочный CLARIS 600 мл с двойными стенками. Материал: жаропрочное стекло, нерж. сталь.;2484,00;руб.;шт;1739,00;руб.;шт;Акция -30%;50;N;RUB
7099;Чайник заварочный 1000мл. Материал: нерж.сталь 18/10, боросиликатное стекло, пластик;2161,00;руб.;шт;1081,00;руб.;шт;Акция -50%;50;N;RUB
7100;Чайник заварочный 1000мл. Материал: нерж.сталь 18/10, боросиликатное стекло, пластик;2184,00;руб.;шт;1529,00;руб.;шт;Акция -30%;50;N;RUB
7105;Сахарница-дозатор Cadence 6,4х11 см, 150 мл Материал:Хром, стекло;376,00;руб.;шт;226,00;руб.;шт;Акция -40%;50;N;RUB
7106;Сахарница-дозатор Cadence 8,6х12,4 см, 200 мл Материал:Хром, стекло;389,00;руб.;шт;273,00;руб.;шт;Акция -30%;50;N;RUB
7108;Сахарница-дозатор Cadence 6,8х13 см, 250 мл Материал:Хром, стекло;423,00;руб.;шт;212,00;руб.;шт;Акция -50%;50;N;RUB
7110;Сахарница с крышкой и ложкой, 600мл. Размер: 130х95мм. Материал: нерж.сталь 18/8, закаленое стекло;;руб.;шт;1674,00;руб.;шт;Новинки;50;N;RUB
7116;Кофейник с поршнем 350мл (нерж. сталь);5048,00;руб.;шт;2524,00;руб.;шт;Акция -50%;50;N;RUB
7116-S;7116-S STAHLBERG Кофейник с поршнем 350мл (нерж. сталь);5048,00;руб.;шт;2524,00;руб.;шт;Акция -50%;50;N;RUB
7117-S;7117-S STAHLBERG Кофейник с поршнем 1000мл (нерж. сталь);5928,00;руб.;шт;2964,00;руб.;шт;Акция -50%;50;N;RUB
7118;Гейзерная кофеварка ISABELLA на 4 чашки (нерж. сталь);6815,00;руб.;шт;3408,00;руб.;шт;Акция -50%;50;N;RUB
7119;Гейзерная кофеварка ISABELLA на 6 чашек (нерж. сталь);7532,00;руб.;шт;3766,00;руб.;шт;Акция -50%;50;N;RUB
7120;Гейзерная кофеварка ISABELLA на 10 чашек (нерж. сталь);9154,00;руб.;шт;4577,00;руб.;шт;Акция -50%;50;N;RUB
7124;"Чайник заварочный стеклянный""GLACIER""с поршнем на 6 чашек";5159,00;руб.;шт;3612,00;руб.;шт;Акция -30%;50;N;RUB
7127;Набор: стеклянный заварочный чайник с поршнем 600 мл , 2 кружки 200 мл., 2 новогодние свечи;5886,00;руб.;шт;1999,00;руб.;шт;Распродажа;50;N;RUB
7128;Набор: стеклянный заварочный чайник с поршнем 600 мл , 2 кружки 200 мл., 2 новогодние свечи;5886,00;руб.;шт;1999,00;руб.;шт;Распродажа;50;N;RUB
7130;Набор: стеклянный заварочный чайник с поршнем 600 мл , 2 кружки 200 мл., 1 новогодняя свеча;5061,00;руб.;шт;1999,00;руб.;шт;Распродажа;50;N;RUB
7132;Набор для приправ ALIYA 16,5х16,5х19,5 см Материал: S/S 18/8 (#304) + AS;3878,00;руб.;шт;1939,00;руб.;шт;Акция -50%;50;N;RUB
7145;Стакан стеклянный с двойными стенками 280мл. Материал: боросиликатное стекло;1127,00;руб.;шт;789,00;руб.;шт;Акция -30%;50;N;RUB
7146;Стакан стеклянный с двойными стенками 300мл. Материал: боросиликатное стекло;1295,00;руб.;шт;907,00;руб.;шт;Акция -30%;50;N;RUB
7147;Стакан стеклянный с двойными стенками 450мл. Материал: боросиликатное стекло;1688,00;руб.;шт;1182,00;руб.;шт;Акция -30%;50;N;RUB
7149;Стакан кофейный с двойными стенками 300мл, силиконовой крышкой и держателем. Материал: боросиликатное стекло. Цвет: черный.;1791,00;руб.;шт;896,00;руб.;шт;Акция -50%;50;N;RUB
7186;Колба стеклянная сменная 800мл для френч-прессов (арт. 7444 7440 7184 7204 7012 7018 7020 7023);389,00;руб.;шт;273,00;руб.;шт;Акция -30%;50;N;RUB
7190;Колба стеклянная сменная 600мл для френч-прессов (арт. 7180 8538 7014 7022);313,00;руб.;шт;188,00;руб.;шт;Акция -40%;50;N;RUB
7203;Стеклянный заварочный чайник с поршнем GLACIER-VENEZIA на 3 чашки/350 мл (хромированная оправа, черная пластиковая ручка);3689,00;руб.;шт;2583,00;руб.;шт;Акция -30%;50;N;RUB
7208;Стеклянная сменная колба 750ML для 7201;533,00;руб.;шт;267,00;руб.;шт;Акция -50%;50;N;RUB
7209;Стеклянная сменная колба 750ML для 7202;533,00;руб.;шт;267,00;руб.;шт;Акция -50%;50;N;RUB
7210;Стеклянная сменная колба 500ML для 7206;499,00;руб.;шт;250,00;руб.;шт;Акция -50%;50;N;RUB
7211;Стеклянная сменная колба 500ML для 7207;499,00;руб.;шт;250,00;руб.;шт;Акция -50%;50;N;RUB
7213;Стеклянный заварочный чайник с поршнем GLACIER-MEMPHIS на 3 чашки/350 мл (хромированная оправа, черная пластиковая ручка);3408,00;руб.;шт;2386,00;руб.;шт;Акция -30%;50;N;RUB
7214;Стеклянный заварочный чайник с поршнем GLACIER-MEMPHIS на 6 чашек/800 мл (хромированная оправа, черная пластиковая ручка);5395,00;руб.;шт;3777,00;руб.;шт;Акция -30%;50;N;RUB
7441;Две стеклянные кружки для кофе GLACIER - SEVILLA 200 мл (черная пластиковая оправа);804,00;руб.;шт;402,00;руб.;шт;Акция -50%;50;N;RUB
7521;Две кружки для кофе GLACIER-STOCKHOLM 250 мл (оправа графитового цвета, хромированная подставка, черная пластиковая ручка);2954,00;руб.;шт;2068,00;руб.;шт;Акция -30%;50;N;RUB
7613;Стеклянный кофейник с поршнем GLACIER на 3 чашки (хромир. оправа на выгнутых ножках, серая пластиковая ручка);2738,00;руб.;шт;1917,00;руб.;шт;Акция -30%;50;N;RUB
7620;Стеклянные сахарница и сливочник GLACIER - JAZZ (хромированная оправа, черная пластиковая ручка) DC05CP;1806,00;руб.;шт;1265,00;руб.;шт;Акция -30%;50;N;RUB
7653;"Чайник заварочный стеклянный ""GLACIER""  с поршнем на 2 чашки (350 мл) в хромированной оправе на гнутых ножках с черной пластиковой ручкой";3754,00;руб.;шт;2628,00;руб.;шт;Акция -30%;50;N;RUB
7803;"Стеклянный кофейник с поршнем ""GLACIER-ACROPOLIS "" на 3 чашки/350 мл (черная пластиковая ручка, хромированная оправа)";3518,00;руб.;шт;2463,00;руб.;шт;Акция -30%;50;N;RUB
7808;Кружка дорожная 8,24х8,24х22,4см 450 мл цвет красный, крышка черная Материал: PP/ ABS;2536,00;руб.;шт;1776,00;руб.;шт;Акция -30%;50;N;RUB
7809;Кружка дорожная 8,24х8,24х22,4см 450 мл цвет красный рубин, крышка черная Материал: PP/ ABS;2536,00;руб.;шт;1776,00;руб.;шт;Акция -30%;50;N;RUB
7810;Кружка дорожная 8,22х9,27х23см 450 мл цвет красный, крышка черная Материал: PP/ ABS;2536,00;руб.;шт;1776,00;руб.;шт;Акция -30%;50;N;RUB
7811;Кружка дорожная 8,22х9,27х23см 450 мл цвет красный рубин, крышка черная  Материал: PP/ ABS;2536,00;руб.;шт;1776,00;руб.;шт;Акция -30%;50;N;RUB
7843;Стеклянный заварочный чайник с поршнем GLACIER - JAKARTA  на 3 чашки/ 350 мл (коричневая оправа, черная пластиковая ручка);3119,00;руб.;шт;2184,00;руб.;шт;Акция -30%;50;N;RUB
7900;Набор из 4 чашек и 4 блюдец на металлической подставке. Материал: керамика. Цвета: розовый, фиолетовый, красный, желтый;3119,00;руб.;шт;2184,00;руб.;шт;Акция -30%;50;N;RUB
7901;Кружка EMELIE 400мл. Материал: керамика. Цвет: оранжевый.;712,00;руб.;шт;290,00;руб.;шт;Распродажа;50;N;RUB
7902;Кружка EMELIE 420мл. Материал: керамика. Цвет: голубой.;693,00;руб.;шт;290,00;руб.;шт;Распродажа;50;N;RUB
7903;Кружка EMELIE 220мл. Материал: керамика. Цвет: розовый.;596,00;руб.;шт;199,00;руб.;шт;Распродажа;50;N;RUB
7904;Кружка EMELIE 280мл. Материал: керамика. Цвет: салатовый;596,00;руб.;шт;199,00;руб.;шт;Распродажа;50;N;RUB
7905;Кружка EMELIE 420мл. Материал: керамика. Цвет: голубой.;693,00;руб.;шт;199,00;руб.;шт;Распродажа;50;N;RUB
7906;Кружка FRANCIS 12,5х10см/400мл с ситечком в форме бабочки. Материал: керамика, силикон;903,00;руб.;шт;633,00;руб.;шт;Акция -30%;50;N;RUB
7907;Кружка ESTER 12х8,5см/420мл с силиконовой крышкой. Цвет: белый/фиолетовый. Материал: керамика, силикон;1024,00;руб.;шт;615,00;руб.;шт;Акция -40%;50;N;RUB
7908;Кружка ESTER 12х8,5см/420мл с силиконовой крышкой. Цвет: белый/оранжевый. Материал: керамика, силикон;1024,00;руб.;шт;615,00;руб.;шт;Акция -40%;50;N;RUB
7909;Кружка ESTER 12х8,5см/420мл с силиконовой крышкой. Цвет: белый/голубой. Материал: керамика, силикон;1024,00;руб.;шт;615,00;руб.;шт;Акция -40%;50;N;RUB
7910;Кружка ESTER 12х8,5см/420мл с силиконовой крышкой. Цвет: белый/зеленый. Материал: керамика, силикон;1024,00;руб.;шт;615,00;руб.;шт;Акция -40%;50;N;RUB
7926;Набор из 2 кружек WHITE 350мл матовое стекло;1478,00;руб.;шт;699,00;руб.;шт;Распродажа;50;N;RUB
7927;Набор из 2 кружек BLUE 350мл матовое стекло;1623,00;руб.;шт;699,00;руб.;шт;Распродажа;50;N;RUB
7928;Набор из 2 кружек GREEN 350мл матовое стекло;1623,00;руб.;шт;699,00;руб.;шт;Распродажа;50;N;RUB
7932;"Набор для каппучино: 4 чашки с блюдцами  ""FROSTED"" 235мл из матового стекла";3282,00;руб.;шт;1970,00;руб.;шт;Акция -40%;50;N;RUB
7939;Набор из 2 кружек FROSTED 306 мл из матового стекла;1415,00;руб.;шт;991,00;руб.;шт;Акция -30%;50;N;RUB
7946;Набор: 2 чашки с блюдцами 105 мл GLACIER (2 шт.) для эспрессо матовое стекло;1943,00;руб.;шт;1166,00;руб.;шт;Акция -40%;50;N;RUB
7947;Набор: 2 чашки с блюдцами 105 мл GLACIER (2 шт.) для эспрессо;1746,00;руб.;шт;1048,00;руб.;шт;Акция -40%;50;N;RUB
7948;Набор: 2 чашки стеклянные матовые 245 мл GLACIER (2 шт.) для каппучино;2266,00;руб.;шт;1360,00;руб.;шт;Акция -40%;50;N;RUB
7949;Набор: 2 чашки стеклянные 245 мл GLACIER (2 шт.) для каппучино;2132,00;руб.;шт;1280,00;руб.;шт;Акция -40%;50;N;RUB
8116;Дорожный стакан с двойными стенками 420 мл (нерж.сталь);2003,00;руб.;шт;1002,00;руб.;шт;Акция -50%;50;N;RUB
8118;Кружка с двойными стенками 270 мл (нерж.сталь);1969,00;руб.;шт;985,00;руб.;шт;Акция -50%;50;N;RUB
8128;Турка для кофе 7,5х8,7см/390мл. Материал: нерж. сталь 18/10. Толщина: 1.0мм;2224,00;руб.;шт;1112,00;руб.;шт;Акция -50%;50;N;RUB
8135;Вакуумный термос с двойными стенками CONTO 12,5х16,3см 260мл Цвет желтый Материал: S/S #304 (18/8);3213,00;руб.;шт;1928,00;руб.;шт;Акция -40%;50;N;RUB
8136;Вакуумный термос с двойными стенками CONTO 12,5х16,3см 260мл Цвет светло-зеленый Материал: S/S #304 (18/8);3213,00;руб.;шт;1928,00;руб.;шт;Акция -40%;50;N;RUB
8137;Вакуумный термос с двойными стенками CONTO 12,5х16,3см 260мл Цвет розовый Материал: S/S #304 (18/8);3213,00;руб.;шт;1928,00;руб.;шт;Акция -40%;50;N;RUB
8138;Вакуумный термос с двойными стенками CONTO 12,5х16,3см 260мл Цвет светло-голубой Материал: S/S #304 (18/8);3213,00;руб.;шт;1928,00;руб.;шт;Акция -40%;50;N;RUB
8147;Термос вакуумный ROXANA, 1000мл. Цвет: розовый.  Материал: нерж. сталь 18/8;2925,00;руб.;шт;890,00;руб.;шт;Распродажа;50;N;RUB
8155;Термос с двойными стенками KIDS 500 мл. Материал: нержавеющая сталь 304 (внутри), 201 (снаружи). Цвет: белый и розовый.;1155,00;руб.;шт;809,00;руб.;шт;Акция -30%;50;N;RUB
8156;Термос с двойными стенками KIDS 500 мл. Материал: нержавеющая сталь 304 (внутри), 201 (снаружи). Цвет: белый и голубой.;1213,00;руб.;шт;850,00;руб.;шт;Акция -30%;50;N;RUB
8158;Термос с двойными стенками KIDS 350 мл. Материал: нержавеющая сталь 304 (внутри), 201 (снаружи). Цвет: голубой.;1121,00;руб.;шт;673,00;руб.;шт;Акция -40%;50;N;RUB
8159;Термос с двойными стенками KIDS 350 мл. Материал: нержавеющая сталь 304 (внутри), 201 (снаружи). Цвет: зеленый.;1121,00;руб.;шт;673,00;руб.;шт;Акция -40%;50;N;RUB
8160;Термос с двойными стенками KIDS 350 мл. Материал: нержавеющая сталь 304 (внутри), 201 (снаружи). Цвет: розовый.;1121,00;руб.;шт;673,00;руб.;шт;Акция -40%;50;N;RUB
8161;Термос с двойными стенками KIDS 350 мл. Материал: нержавеющая сталь 304 (внутри), 201 (снаружи). Цвет: голубой.;1121,00;руб.;шт;673,00;руб.;шт;Акция -40%;50;N;RUB
8162;Термос с двойными стенками KIDS 450 мл. Материал: нержавеющая сталь 304 (внутри), 201 (снаружи). Цвет: голубой.;1121,00;руб.;шт;673,00;руб.;шт;Акция -40%;50;N;RUB
8163;Термос с двойными стенками KIDS 450 мл. Материал: нержавеющая сталь 304 (внутри), 201 (снаружи). Цвет: розовый.;1121,00;руб.;шт;673,00;руб.;шт;Акция -40%;50;N;RUB
8169;Термос вакуумный RONDA 500мл с кнопочным клапаном. Цвет: синий. Материал: нерж сталь 18/8;1675,00;руб.;шт;1173,00;руб.;шт;Акция -30%;50;N;RUB
8170;Термос вакуумный RONDA 750мл с кнопочным клапаном. Цвет: синий. Материал: нерж сталь 18/8;2195,00;руб.;шт;1537,00;руб.;шт;Акция -30%;50;N;RUB
8171;Термос вакуумный RONDA 1000мл с кнопочным клапаном. Цвет: синий. Материал: нерж сталь 18/8;2455,00;руб.;шт;1719,00;руб.;шт;Акция -30%;50;N;RUB
8172;Термос для еды с широким горлом Maya 13х25см 2000мл, Цвет: Серебрянный Материал: Нержавеющая сталь SS304,SS201;3190,00;руб.;шт;2233,00;руб.;шт;Акция -30%;50;N;RUB
8173;Термос SELECCION 17х11,5х26см 1,3л Материал: внутренний S/S #304,S/S #201, крышка,ручка,дно PP, кнопка ABS;4880,00;руб.;шт;3416,00;руб.;шт;Акция -30%;50;N;RUB
8174;Термос SELECCION 17х11,5х29см 1,5л Материал: S/S #304,S/S #201, крышка,ручка,дно PP, кнопка ABS;5182,00;руб.;шт;3628,00;руб.;шт;Акция -30%;50;N;RUB
8177;Термос ALICIA 17х13х26,5см 1,3л цвет красный Материал: внутренний S/S #304,S/S #201, крышка,ручка,дно PP, кнопка ABS;4668,00;руб.;шт;2334,00;руб.;шт;Акция -50%;50;N;RUB
8178;Термос ALICIA 17х13х29,5см 1,6л цвет красный Материал: внутренний S/S #304,S/S #201, крышка,ручка,дно PP, кнопка ABS;4928,00;руб.;шт;2464,00;руб.;шт;Акция -50%;50;N;RUB
8179;Термос ALICIA 17х13х26,5см 1,3л Материал: внутренний S/S #304,S/S #201, крышка,ручка,дно PP, кнопка ABS;4605,00;руб.;шт;2303,00;руб.;шт;Акция -50%;50;N;RUB
8180;Термос ALICIA 17х13х29,5см 1,6л Материал: внутренний S/S #304,S/S #201, крышка,ручка,дно PP, кнопка ABS;4865,00;руб.;шт;2433,00;руб.;шт;Акция -50%;50;N;RUB
8181;Бутылка для воды Recycle 500 мл. Материал: боросиликатное стекло, сиилкон. Материал крышки: нержавеющая сталь 18/10, пластик, силикон. Цвет: оранжевый.;1029,00;руб.;шт;721,00;руб.;шт;Акция -30%;50;N;RUB
8182;Бутылка для воды Recycle 500 мл. Материал: боросиликатное стекло, сиилкон. Материал крышки: нержавеющая сталь 18/10, пластик, силикон. Цвет: зеленый.;1029,00;руб.;шт;721,00;руб.;шт;Акция -30%;50;N;RUB
8183;Бутылка для воды Recycle 500 мл. Материал: боросиликатное стекло, сиилкон. Материал крышки: нержавеющая сталь 18/10, пластик, силикон. Цвет: голубой.;1029,00;руб.;шт;721,00;руб.;шт;Акция -30%;50;N;RUB
8184;Термопоильник KIDS вакуумный c 3D-принтом, двумя ручками и ремешком, 400мл. Материал: пластик, силикон, нержавеющая сталь 18/10. Цвет: розовый;;руб.;шт;2961,00;руб.;шт;Новинки;50;N;RUB
8185;Термопоильник KIDS вакуумный c 3D-принтом, двумя ручками и ремешком, 400мл. Материал: пластик, силикон, нержавеющая сталь 18/10. Цвет: синий;;руб.;шт;2961,00;руб.;шт;Новинки;50;N;RUB
8186;Термопоильник KIDS вакуумный c 3D-принтом, двумя ручками и ремешком, 400мл. Материал: пластик, силикон, нержавеющая сталь 18/10. Цвет: зеленый;;руб.;шт;2961,00;руб.;шт;Новинки;50;N;RUB
8187;Термос вакуумный PLAZMA 400мл. Материал: нержавеющая сталь 18/8. Цвет: черный;;руб.;шт;1832,00;руб.;шт;Новинки;50;N;RUB
8188;Термос вакуумный PLAZMA 400мл. Материал: нержавеющая сталь 18/8. Цвет: белый;;руб.;шт;1832,00;руб.;шт;Новинки;50;N;RUB
8189;Термос вакуумный PLAZMA 400мл. Материал: нержавеющая сталь 18/8. Цвет: фиолетовый;;руб.;шт;1832,00;руб.;шт;Новинки;50;N;RUB
8190;Термос вакуумный 300мл. Материал: нержавеющая сталь 18/8. Цвет: бирюзовый;;руб.;шт;1591,00;руб.;шт;Новинки;50;N;RUB
8191;Термос вакуумный 300мл. Материал: нержавеющая сталь 18/8. Цвет: фиолетовый;;руб.;шт;1591,00;руб.;шт;Новинки;50;N;RUB
8192;Термос вакуумный 300мл. Материал: нержавеющая сталь 18/8. Цвет: розовый;;руб.;шт;1591,00;руб.;шт;Новинки;50;N;RUB
8193;Термос вакуумный PLAZMA 500мл. Материал: нержавеющая сталь 18/8. Цвет: синий;;руб.;шт;1670,00;руб.;шт;Новинки;50;N;RUB
8194;Термос вакуумный PLAZMA 500мл. Материал: нержавеющая сталь 18/8. Цвет: серый;;руб.;шт;1670,00;руб.;шт;Новинки;50;N;RUB
8195;Термос вакуумный PLAZMA 500мл. Материал: нержавеющая сталь 18/8. Цвет: золотой;;руб.;шт;1670,00;руб.;шт;Новинки;50;N;RUB
8208;Обеденный набор: Термос 2000 мл. пластиковый, 3 пластиковых контейнера;4484,00;руб.;шт;3139,00;руб.;шт;Акция -30%;50;N;RUB
8234;Вакуумный контейнер для еды FRIDAY с двойными стенками 15,2х15,2х20,2см 1,2л. Цвет: Красный Материал: внутренний S/S304,S/S201, бакелит;4177,00;руб.;шт;2089,00;руб.;шт;Акция -50%;50;N;RUB
8235;Вакуумный контейнер для еды FRIDAY с двойными стенками 16,2х15,7х21,8см 1,5л. Цвет: Красный Материал: внутренний S/S304,S/S201, бакелит;4489,00;руб.;шт;2245,00;руб.;шт;Акция -50%;50;N;RUB
8236;Термос ланч-бокс вакуумный 750мл. Материал: нержавеющая сталь 18/8, пластик;2791,00;руб.;шт;1675,00;руб.;шт;Акция -40%;50;N;RUB
8237;Термос ланч-бокс вакуумный 1200мл. Материал: нержавеющая сталь 18/8, пластик;3392,00;руб.;шт;2036,00;руб.;шт;Акция -40%;50;N;RUB
8262;Кофейник с двойными стенками 700 мл (нерж. сталь);6209,00;руб.;шт;4347,00;руб.;шт;Акция -30%;50;N;RUB
